central_bank_code,target_family,target_indicator_key,target_indicator,model,split,feature_date,forecast_horizon_periods,actual,prediction,error
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,validation,2024-10-01,1,0.6432678783537361,0.5100551586050763,0.13321271974865978
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,validation,2024-11-01,1,1.1071629829357574,0.4762912727452539,0.6308717101905035
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,validation,2024-12-01,1,1.3722458998397695,0.3609039529133018,1.0113419469264677
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,validation,2025-01-01,1,1.1734337121617606,0.5597900484797452,0.6136436636820154
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,validation,2025-02-01,1,1.1071629829357574,0.6384934194168052,0.4686695635189523
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,validation,2025-03-01,1,1.1071629829357574,0.6375370728765484,0.46962591005920906
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2025-04-01,1,1.0408922537097545,0.7867229553773911,0.25416929833236335
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2025-05-01,1,0.9083507952577482,0.7493235288724588,0.1590272663852894
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2025-06-01,1,0.7758093368057423,0.7760152955986047,-0.00020595879286244845
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2025-07-01,1,0.5107264199017303,0.7349804467623801,-0.22425402686064977
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2025-08-01,1,0.6432678783537361,0.5128846559664804,0.13038322238725575
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2025-09-01,1,0.7095386075797392,0.5186811935517687,0.19085741402797052
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2025-10-01,1,0.6432678783537361,0.5374909504543929,0.10577692789934323
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2025-11-01,1,0.0468313153197089,0.26380275315621693,-0.21697143783650802
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2025-12-01,1,-0.2845223308103062,0.4697075743291746,-0.7542299051394807
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2026-01-01,1,-0.4170637892623122,0.48254518996731,-0.8996089792296222
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2026-02-01,1,-0.2845223308103062,0.45498457646008705,-0.7395069072703933
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,2026-03-01,1,-0.2845223308103062,0.4334235974608525,-0.7179459282711587
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2024-04-01,1,0.25490773810053,0.3170803571494398,-0.06217261904890975
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2024-05-01,1,0.19273511905162027,0.25490773810053,-0.06217261904890975
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2024-06-01,1,0.1305625000027105,0.19273511905162027,-0.06217261904890978
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2024-07-01,1,0.17719196428939282,0.1305625000027105,0.046629464286682326
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2024-08-01,1,0.22382142857607515,0.17719196428939282,0.046629464286682326
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2024-09-01,1,0.2704508928627575,0.22382142857607515,0.046629464286682326
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2024-10-01,1,0.14610565476493792,0.2704508928627575,-0.12434523809781955
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2024-11-01,1,0.021760416667118393,0.14610565476493792,-0.12434523809781953
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2024-12-01,1,-0.1025848214307011,0.021760416667118393,-0.1243452380978195
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2025-01-01,1,0.0062172619048909555,-0.1025848214307011,0.10880208333559206
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2025-02-01,1,0.11501934524048302,0.0062172619048909555,0.10880208333559206
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,2025-03-01,1,0.2238214285760751,0.11501934524048302,0.10880208333559208
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2025-04-01,1,0.05284672619157327,0.2238214285760751,-0.17097470238450183
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2025-05-01,1,-0.11812797619292856,0.05284672619157327,-0.17097470238450183
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2025-06-01,1,-0.2891026785774304,-0.11812797619292856,-0.17097470238450183
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2025-07-01,1,-0.18030059524183834,-0.2891026785774304,0.10880208333559205
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2025-08-01,1,-0.07149851190624626,-0.18030059524183834,0.10880208333559208
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2025-09-01,1,0.0373035714293458,-0.07149851190624626,0.10880208333559206
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2025-10-01,1,0.0373035714293458,0.0373035714293458,0.0
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2025-11-01,1,0.0373035714293458,0.0373035714293458,0.0
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2025-12-01,1,0.0373035714293458,0.0373035714293458,0.0
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2026-01-01,1,0.0373035714293458,0.0373035714293458,0.0
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2026-02-01,1,0.0373035714293458,0.0373035714293458,0.0
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,2026-03-01,1,0.0373035714293458,0.0373035714293458,0.0
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2024-04-01,1,0.25490773810053,0.6237237905242502,-0.3688160524237202
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2024-05-01,1,0.19273511905162027,0.019947230627665284,0.17278788842395498
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2024-06-01,1,0.1305625000027105,-0.48847537195078206,0.6190378719534926
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2024-07-01,1,0.17719196428939282,-0.4096246214353,0.5868165857246928
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2024-08-01,1,0.22382142857607515,0.03097545626719253,0.19284597230888262
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2024-09-01,1,0.2704508928627575,0.03552769384550774,0.23492319901724973
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2024-10-01,1,0.14610565476493792,-0.06777506073407642,0.21388071549901433
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2024-11-01,1,0.021760416667118393,-0.019163670569162315,0.04092408723628071
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2024-12-01,1,-0.1025848214307011,-0.21749293588465057,0.11490811445394947
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2025-01-01,1,0.0062172619048909555,-0.5006584678000318,0.5068757297049227
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2025-02-01,1,0.11501934524048302,0.438725640858885,-0.323706295618402
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,2025-03-01,1,0.2238214285760751,-0.41543753044288906,0.6392589590189641
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2025-04-01,1,0.05284672619157327,0.5369597153693024,-0.48411298917772916
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2025-05-01,1,-0.11812797619292856,-0.4453524548928785,0.32722447869994997
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2025-06-01,1,-0.2891026785774304,-0.6073763315271801,0.3182736529497497
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2025-07-01,1,-0.18030059524183834,-1.5946112819363758,1.4143106866945374
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2025-08-01,1,-0.07149851190624626,-0.7070847271871349,0.6355862152808887
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2025-09-01,1,0.0373035714293458,-0.705418921176046,0.7427224926053918
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2025-10-01,1,0.0373035714293458,-0.6683872643533478,0.7056908357826936
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2025-11-01,1,0.0373035714293458,-0.06916493036824255,0.10646850179758835
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2025-12-01,1,0.0373035714293458,-0.34084205828913977,0.3781456297184856
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2026-01-01,1,0.0373035714293458,0.14950539982723443,-0.11220182839788863
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2026-02-01,1,0.0373035714293458,-0.22665746627594258,0.2639610377052884
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,2026-03-01,1,0.0373035714293458,0.1195497657635687,-0.0822461943342229
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2024-04-01,1,0.25490773810053,0.1702012188711614,0.08470651922936862
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2024-05-01,1,0.19273511905162027,0.1260154487637178,0.06671967028790246
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2024-06-01,1,0.1305625000027105,0.10713143595518072,0.023431064047529773
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2024-07-01,1,0.17719196428939282,0.07745268404871164,0.09973928024068118
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2024-08-01,1,0.22382142857607515,0.10887085066728222,0.11495057790879293
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2024-09-01,1,0.2704508928627575,0.18461180209682893,0.08583909076592855
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2024-10-01,1,0.14610565476493792,0.17443025546430635,-0.02832460069936843
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2024-11-01,1,0.021760416667118393,0.10783056758259976,-0.08607015091548137
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2024-12-01,1,-0.1025848214307011,-0.04071754605257382,-0.061867275378127286
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2025-01-01,1,0.0062172619048909555,-0.033779823599101845,0.0399970855039928
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2025-02-01,1,0.11501934524048302,0.07699796546753554,0.03802137977294748
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,2025-03-01,1,0.2238214285760751,0.06053300406265086,0.16328842451342424
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2025-04-01,1,0.05284672619157327,0.10191015401115643,-0.04906342781958316
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2025-05-01,1,-0.11812797619292856,-0.009947955479746792,-0.10818002071318177
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2025-06-01,1,-0.2891026785774304,-0.0045777870985992015,-0.2845248914788312
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2025-07-01,1,-0.18030059524183834,-0.057071540995429416,-0.12322905424640893
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2025-08-01,1,-0.07149851190624626,-0.023203794579951493,-0.04829471732629477
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2025-09-01,1,0.0373035714293458,0.08434400973664252,-0.04704043830729672
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2025-10-01,1,0.0373035714293458,0.05066746599281473,-0.013363894563468925
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2025-11-01,1,0.0373035714293458,0.012158540293974092,0.025145031135371712
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2025-12-01,1,0.0373035714293458,0.027683353909294158,0.009620217520051644
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2026-01-01,1,0.0373035714293458,-0.0032509733573773524,0.04055454478672316
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2026-02-01,1,0.0373035714293458,0.014356046317262334,0.02294752511208347
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,2026-03-01,1,0.0373035714293458,-1.0020871379337335,1.0393907093630792
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2024-04-01,1,0.25490773810053,0.4190677677086166,-0.16416002960808657
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2024-05-01,1,0.19273511905162027,0.2186072719112696,-0.025872152859649333
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2024-06-01,1,0.1305625000027105,-0.04127246559561951,0.17183496559833
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2024-07-01,1,0.17719196428939282,-0.02291510294834082,0.20010706723773364
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2024-08-01,1,0.22382142857607515,0.00806875562269949,0.21575267295337566
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2024-09-01,1,0.2704508928627575,0.39276102624879883,-0.12231013338604135
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2024-10-01,1,0.14610565476493792,0.23618152023332184,-0.09007586546838392
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2024-11-01,1,0.021760416667118393,0.577028929335118,-0.5552685126679996
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2024-12-01,1,-0.1025848214307011,0.1270898840898484,-0.2296747055205495
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2025-01-01,1,0.0062172619048909555,-0.5121380778891029,0.5183553397939938
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2025-02-01,1,0.11501934524048302,0.42516785760912057,-0.31014851236863755
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,2025-03-01,1,0.2238214285760751,0.11821350546573012,0.10560792311034498
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2025-04-01,1,0.05284672619157327,-0.10966833040019704,0.1625150565917703
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2025-05-01,1,-0.11812797619292856,-0.12100720458390589,0.0028792283909773314
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2025-06-01,1,-0.2891026785774304,-0.5841689100623424,0.295066231484912
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2025-07-01,1,-0.18030059524183834,-0.9448813532838303,0.7645807580419919
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2025-08-01,1,-0.07149851190624626,-0.850534161669589,0.7790356497633427
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2025-09-01,1,0.0373035714293458,-0.6101975106813837,0.6475010821107295
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2025-10-01,1,0.0373035714293458,-0.1169105990992875,0.1542141705286333
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2025-11-01,1,0.0373035714293458,-0.5605276406551278,0.5978312120844737
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2025-12-01,1,0.0373035714293458,-0.14627228713791454,0.18357585856726033
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2026-01-01,1,0.0373035714293458,-0.23702761893319765,0.27433119036254344
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2026-02-01,1,0.0373035714293458,-0.6834441382071326,0.7207477096364784
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,2026-03-01,1,0.0373035714293458,-0.5004407261206081,0.5377442975499539
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2024-04-01,1,-0.1544769007524244,-0.1544769007524244,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2024-05-01,1,-0.7061801177253691,-0.1544769007524244,-0.5517032169729448
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2024-06-01,1,0.3972263162205201,-0.7061801177253691,1.1034064339458893
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2024-07-01,1,-0.7061801177253691,0.3972263162205201,-1.1034064339458893
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2024-08-01,1,-1.2578833346983138,-0.7061801177253691,-0.5517032169729447
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2024-09-01,1,-0.7061801177253691,-1.2578833346983138,0.5517032169729447
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2024-10-01,1,-0.7061801177253691,-0.7061801177253691,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2024-11-01,1,-1.2578833346983138,-0.7061801177253691,-0.5517032169729447
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2024-12-01,1,-0.7061801177253691,-1.2578833346983138,0.5517032169729447
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2025-01-01,1,-1.2578833346983138,-0.7061801177253691,-0.5517032169729447
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2025-02-01,1,-0.7061801177253691,-1.2578833346983138,0.5517032169729447
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,2025-03-01,1,-0.7061801177253691,-0.7061801177253691,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2025-04-01,1,-0.7061801177253691,-0.7061801177253691,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2025-05-01,1,-0.7061801177253691,-0.7061801177253691,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2025-06-01,1,-1.8095865516712584,-0.7061801177253691,-1.103406433945889
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2025-07-01,1,-0.1544769007524244,-1.8095865516712584,1.6551096509188339
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2025-08-01,1,-0.1544769007524244,-0.1544769007524244,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2025-09-01,1,-0.1544769007524244,-0.1544769007524244,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2025-10-01,1,-0.1544769007524244,-0.1544769007524244,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2025-11-01,1,-0.1544769007524244,-0.1544769007524244,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2025-12-01,1,0.3972263162205201,-0.1544769007524244,0.5517032169729446
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2026-01-01,1,-0.1544769007524244,0.3972263162205201,-0.5517032169729446
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2026-02-01,1,-0.1544769007524244,-0.1544769007524244,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,2026-03-01,1,-0.1544769007524244,-0.1544769007524244,0.0
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2024-04-01,1,-0.1544769007524244,0.07433111937544601,-0.2288080201278704
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2024-05-01,1,-0.7061801177253691,-0.03433665877200856,-0.6718434589533606
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2024-06-01,1,0.3972263162205201,-0.5413748276420227,0.9386011438625428
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2024-07-01,1,-0.7061801177253691,0.06751581790800412,-0.7736959356333732
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2024-08-01,1,-1.2578833346983138,0.039739483233152045,-1.297622817931466
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2024-09-01,1,-0.7061801177253691,-0.6098220725606895,-0.0963580451646796
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2024-10-01,1,-0.7061801177253691,-0.4048111470443754,-0.3013689706809938
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2024-11-01,1,-1.2578833346983138,0.08052433628898917,-1.338407670987303
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2024-12-01,1,-0.7061801177253691,-0.02992867995890866,-0.6762514377664605
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2025-01-01,1,-1.2578833346983138,0.3868927255970561,-1.6447760602953698
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2025-02-01,1,-0.7061801177253691,-0.4589794537108173,-0.24720066401455187
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,2025-03-01,1,-0.7061801177253691,0.020237548156465918,-0.7264176658818351
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2025-04-01,1,-0.7061801177253691,1.5162305792264077,-2.2224106969517767
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2025-05-01,1,-0.7061801177253691,0.2418424928862258,-0.948022610611595
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2025-06-01,1,-1.8095865516712584,-0.520717187162934,-1.2888693645083245
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2025-07-01,1,-0.1544769007524244,-0.7120554156723626,0.5575785149199383
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2025-08-01,1,-0.1544769007524244,0.5157395312197776,-0.6702164319722019
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2025-09-01,1,-0.1544769007524244,-0.1502268615331845,-0.004250039219239887
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2025-10-01,1,-0.1544769007524244,-0.5243480647339804,0.36987116398155606
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2025-11-01,1,-0.1544769007524244,-0.10140528347650055,-0.053071617275923855
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2025-12-01,1,0.3972263162205201,0.43927465828363677,-0.04204834206311664
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2026-01-01,1,-0.1544769007524244,0.23512183966976194,-0.38959874042218634
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2026-02-01,1,-0.1544769007524244,-0.640129921275246,0.48565302052282167
BOJ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,2026-03-01,1,-0.1544769007524244,-0.11650244929231421,-0.03797445146011019
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2024-04-01,1,-0.1544769007524244,-0.43992882037550507,0.2854519196230807
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2024-05-01,1,-0.7061801177253691,-0.3995007983141586,-0.30667931941121057
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2024-06-01,1,0.3972263162205201,-0.5519128997140832,0.9491392159346033
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2024-07-01,1,-0.7061801177253691,-0.41958681576009144,-0.2865933019652777
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2024-08-01,1,-1.2578833346983138,-0.6322161689352328,-0.625667165763081
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2024-09-01,1,-0.7061801177253691,-0.6899235813753148,-0.016256536350054307
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2024-10-01,1,-0.7061801177253691,-0.6220950420619551,-0.08408507566341406
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2024-11-01,1,-1.2578833346983138,-0.7592522953702366,-0.4986310393280772
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2024-12-01,1,-0.7061801177253691,-0.7989734419436689,0.09279332421829978
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2025-01-01,1,-1.2578833346983138,-0.7155598149382187,-0.5423235197600951
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2025-02-01,1,-0.7061801177253691,-0.5905510248250809,-0.11562909290028822
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,2025-03-01,1,-0.7061801177253691,-0.4695322771211765,-0.23664784060419264
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2025-04-01,1,-0.7061801177253691,-0.5202226817371026,-0.18595743598826653
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2025-05-01,1,-0.7061801177253691,-0.4270561586768522,-0.27912395904851695
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2025-06-01,1,-1.8095865516712584,-0.5435849460839838,-1.2660016055872747
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2025-07-01,1,-0.1544769007524244,-0.9268013442492521,0.7723244434968277
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2025-08-01,1,-0.1544769007524244,-0.6095410457703856,0.4550641450179612
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2025-09-01,1,-0.1544769007524244,-0.45125670234978865,0.2967798015973643
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2025-10-01,1,-0.1544769007524244,-0.6220890635930288,0.4676121628406045
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2025-11-01,1,-0.1544769007524244,-0.6351110109523743,0.48063411019994995
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2025-12-01,1,0.3972263162205201,-0.40491175667606266,0.8021380728965828
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2026-01-01,1,-0.1544769007524244,-0.5287655846725161,0.37428868392009174
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2026-02-01,1,-0.1544769007524244,-0.6458845487727071,0.4914076480202827
BOJ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,2026-03-01,1,-0.1544769007524244,-0.737038616616844,0.5825617158644196
