signal_id,signal_date,country_code,currency_code,policy_score,policy_label,momentum_1m,momentum_3m,acceleration,momentum_label,confidence,confidence_score,key_driver,inflation_score,labor_score,growth_score,inflation_contribution,labor_contribution,growth_contribution,inflation_confidence,labor_confidence,growth_confidence,inflation_contributors,labor_contributors,growth_contributors,contribution_breakdown,signal_flags,no_lookahead,processed_at
1875,2022-04-27,CH,CHF,1.398925,strongly_hawkish,0.000000,0.000000,0.000000,flat,low,0.366667,labor,2.238581,2.556039,-0.597845,0.746194,0.852013,-0.199282,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.597845, ""weight"": 1.0, ""weighted_contribution"": -0.19928166666666666}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.238581, ""weight"": 1.0, ""weighted_contribution"": 0.7461936666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.556039, ""weight"": 1.0, ""weighted_contribution"": 0.852013}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1876,2022-04-29,CH,CHF,1.398925,strongly_hawkish,0.000000,0.000000,0.000000,flat,low,0.366667,labor,2.238581,2.556039,-0.597845,0.746194,0.852013,-0.199282,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.597845, ""weight"": 1.0, ""weighted_contribution"": -0.19928166666666666}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.238581, ""weight"": 1.0, ""weighted_contribution"": 0.7461936666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.556039, ""weight"": 1.0, ""weighted_contribution"": 0.852013}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1877,2022-05-02,CH,CHF,1.398925,strongly_hawkish,0.000000,0.000000,0.000000,flat,low,0.366667,labor,2.238581,2.556039,-0.597845,0.746194,0.852013,-0.199282,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.597845, ""weight"": 1.0, ""weighted_contribution"": -0.19928166666666666}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.238581, ""weight"": 1.0, ""weighted_contribution"": 0.7461936666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.556039, ""weight"": 1.0, ""weighted_contribution"": 0.852013}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1878,2022-05-05,CH,CHF,1.221637,strongly_hawkish,-0.177288,-0.177288,-0.177288,more_dovish,low,0.366667,labor,1.706717,2.556039,-0.597845,0.568906,0.852013,-0.199282,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.597845, ""weight"": 1.0, ""weighted_contribution"": -0.19928166666666666}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.706717, ""weight"": 1.0, ""weighted_contribution"": 0.5689056666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.556039, ""weight"": 1.0, ""weighted_contribution"": 0.852013}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1879,2022-05-06,CH,CHF,1.250086,strongly_hawkish,0.028449,-0.148839,0.205737,flat,low,0.366667,labor,1.718600,2.629503,-0.597845,0.572867,0.876501,-0.199282,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.597845, ""weight"": 1.0, ""weighted_contribution"": -0.19928166666666666}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.7186, ""weight"": 1.0, ""weighted_contribution"": 0.5728666666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.629503, ""weight"": 1.0, ""weighted_contribution"": 0.876501}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1880,2022-05-12,CH,CHF,1.250086,strongly_hawkish,0.000000,-0.148839,-0.028449,flat,low,0.366667,labor,1.718600,2.629503,-0.597845,0.572867,0.876501,-0.199282,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.597845, ""weight"": 1.0, ""weighted_contribution"": -0.19928166666666666}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.7186, ""weight"": 1.0, ""weighted_contribution"": 0.5728666666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.629503, ""weight"": 1.0, ""weighted_contribution"": 0.876501}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1881,2022-05-25,CH,CHF,1.250086,strongly_hawkish,0.000000,0.028449,0.000000,flat,low,0.366667,labor,1.718600,2.629503,-0.597845,0.572867,0.876501,-0.199282,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.597845, ""weight"": 1.0, ""weighted_contribution"": -0.19928166666666666}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.7186, ""weight"": 1.0, ""weighted_contribution"": 0.5728666666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.629503, ""weight"": 1.0, ""weighted_contribution"": 0.876501}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1882,2022-05-31,CH,CHF,1.375739,strongly_hawkish,0.125653,0.125653,0.125653,more_hawkish,low,0.366667,labor,1.718600,2.629503,-0.220885,0.572867,0.876501,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.7186, ""weight"": 1.0, ""weighted_contribution"": 0.5728666666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.629503, ""weight"": 1.0, ""weighted_contribution"": 0.876501}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1883,2022-06-02,CH,CHF,1.277712,strongly_hawkish,-0.098027,0.027626,-0.223680,flat,low,0.366667,labor,1.424519,2.629503,-0.220885,0.474840,0.876501,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.424519, ""weight"": 1.0, ""weighted_contribution"": 0.47483966666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.629503, ""weight"": 1.0, ""weighted_contribution"": 0.876501}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1884,2022-06-08,CH,CHF,1.388065,strongly_hawkish,0.110352,0.137979,0.208379,more_hawkish,low,0.366667,labor,1.470612,2.914467,-0.220885,0.490204,0.971489,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.470612, ""weight"": 1.0, ""weighted_contribution"": 0.490204}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.914467, ""weight"": 1.0, ""weighted_contribution"": 0.971489}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1885,2022-06-15,CH,CHF,1.388065,strongly_hawkish,0.000000,0.012325,-0.110352,flat,low,0.366667,labor,1.470612,2.914467,-0.220885,0.490204,0.971489,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.470612, ""weight"": 1.0, ""weighted_contribution"": 0.490204}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.914467, ""weight"": 1.0, ""weighted_contribution"": 0.971489}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1886,2022-06-21,CH,CHF,1.388065,strongly_hawkish,0.000000,0.110352,0.000000,flat,low,0.366667,labor,1.470612,2.914467,-0.220885,0.490204,0.971489,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.470612, ""weight"": 1.0, ""weighted_contribution"": 0.490204}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.914467, ""weight"": 1.0, ""weighted_contribution"": 0.971489}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1887,2022-06-29,CH,CHF,1.388065,strongly_hawkish,0.000000,0.000000,0.000000,flat,low,0.366667,labor,1.470612,2.914467,-0.220885,0.490204,0.971489,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.470612, ""weight"": 1.0, ""weighted_contribution"": 0.490204}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.914467, ""weight"": 1.0, ""weighted_contribution"": 0.971489}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1888,2022-06-30,CH,CHF,1.388065,strongly_hawkish,0.000000,0.000000,0.000000,flat,low,0.366667,labor,1.470612,2.914467,-0.220885,0.490204,0.971489,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.470612, ""weight"": 1.0, ""weighted_contribution"": 0.490204}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.914467, ""weight"": 1.0, ""weighted_contribution"": 0.971489}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1889,2022-07-04,CH,CHF,1.688377,strongly_hawkish,0.300313,0.300313,0.300313,more_hawkish,low,0.366667,labor,2.371550,2.914467,-0.220885,0.790517,0.971489,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.37155, ""weight"": 1.0, ""weighted_contribution"": 0.7905166666666666}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 2.914467, ""weight"": 1.0, ""weighted_contribution"": 0.971489}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1890,2022-07-07,CH,CHF,1.324772,strongly_hawkish,-0.363605,-0.063292,-0.663918,more_dovish,low,0.366667,inflation,2.219676,1.975526,-0.220885,0.739892,0.658509,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.219676, ""weight"": 1.0, ""weighted_contribution"": 0.739892}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 1.975526, ""weight"": 1.0, ""weighted_contribution"": 0.6585086666666666}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1891,2022-07-14,CH,CHF,1.324772,strongly_hawkish,0.000000,-0.063292,0.363605,flat,low,0.366667,inflation,2.219676,1.975526,-0.220885,0.739892,0.658509,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.219676, ""weight"": 1.0, ""weighted_contribution"": 0.739892}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 1.975526, ""weight"": 1.0, ""weighted_contribution"": 0.6585086666666666}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1892,2022-07-19,CH,CHF,1.324772,strongly_hawkish,0.000000,-0.363605,0.000000,flat,low,0.366667,inflation,2.219676,1.975526,-0.220885,0.739892,0.658509,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.219676, ""weight"": 1.0, ""weighted_contribution"": 0.739892}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 1.975526, ""weight"": 1.0, ""weighted_contribution"": 0.6585086666666666}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1893,2022-07-27,CH,CHF,1.324772,strongly_hawkish,0.000000,0.000000,0.000000,flat,low,0.366667,inflation,2.219676,1.975526,-0.220885,0.739892,0.658509,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.219676, ""weight"": 1.0, ""weighted_contribution"": 0.739892}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 1.975526, ""weight"": 1.0, ""weighted_contribution"": 0.6585086666666666}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1894,2022-07-29,CH,CHF,1.324772,strongly_hawkish,0.000000,0.000000,0.000000,flat,low,0.366667,inflation,2.219676,1.975526,-0.220885,0.739892,0.658509,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.219676, ""weight"": 1.0, ""weighted_contribution"": 0.739892}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 1.975526, ""weight"": 1.0, ""weighted_contribution"": 0.6585086666666666}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1895,2022-08-02,CH,CHF,1.324772,strongly_hawkish,0.000000,0.000000,0.000000,flat,low,0.366667,inflation,2.219676,1.975526,-0.220885,0.739892,0.658509,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 2.219676, ""weight"": 1.0, ""weighted_contribution"": 0.739892}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 1.975526, ""weight"": 1.0, ""weighted_contribution"": 0.6585086666666666}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
1896,2022-08-03,CH,CHF,1.113646,strongly_hawkish,-0.211126,-0.211126,-0.211126,more_dovish,low,0.366667,labor,1.586298,1.975526,-0.220885,0.528766,0.658509,-0.073628,medium,low,low,3,1,1,"{""growth"": {""confidence"": ""low"", ""contributors"": 1, ""score"": -0.220885, ""weight"": 1.0, ""weighted_contribution"": -0.07362833333333334}, ""inflation"": {""confidence"": ""medium"", ""contributors"": 3, ""score"": 1.586298, ""weight"": 1.0, ""weighted_contribution"": 0.528766}, ""labor"": {""confidence"": ""low"", ""contributors"": 1, ""score"": 1.975526, ""weight"": 1.0, ""weighted_contribution"": 0.6585086666666666}}","[""confidence_limited""]",True,2026-04-25T22:25:54.019669+00:00
