decision_date,country,rate,rate_change,direction,Australia Unemployment Rate,Reserve Bank of Australia (RBA) Interest Rate Decision,Australia Gross Domestic Product (GDP) q_q,Australia Gross Domestic Product (GDP) y_y,Westpac-MI Australia Consumer Sentiment m_m,Australia Exports m_m,Australia Imports m_m,Australia Participation Rate,S&P Global Australia Manufacturing Purchasing Managers Index (PMI),S&P Global Australia Services Purchasing Managers Index (PMI),S&P Global Australia Composite Purchasing Managers Index (PMI),Bank of Canada (BoC) Interest Rate Decision,Canada Retail Sales m_m,Canada Gross Domestic Product (GDP) m_m,Canada Consumer Price Index (CPI) m_m,Canada Core Consumer Price Index (CPI) m_m,Canada Core Consumer Price Index (CPI) y_y,Canada Core Retail Sales m_m,Canada Manufacturing Purchasing Managers Index (PMI),Canada Consumer Price Index (CPI) y_y,Canada Gross Domestic Product (GDP) y_y,Canada Industrial Product Price Index (IPPI) m_m,Canada Industrial Product Price Index (IPPI) y_y,Canada Raw Materials Price Index (RMPI) m_m,Canada Raw Materials Price Index (RMPI) y_y,Average hourly wages Permanent employee,Swiss National Bank (SNB) Interest Rate Decision,Switzerland Unemployment Rate,Switzerland Consumer Price Index (CPI) y_y,Switzerland Consumer Price Index (CPI) m_m,Switzerland Manufacturing Purchasing Managers Index (PMI),Switzerland Producer Price Index (PPI) y_y,Switzerland Retail Sales y_y,Switzerland Producer Price Index (PPI) m_m,Switzerland Unemployment Rate n.s.a_,Bank of England (BoE) Interest Rate Decision,S&P Global United Kingdom Construction Purchasing Managers Index (PMI)(1),Nationwide United Kingdom House Price Index (HPI) y_y,United Kingdom Gross Domestic Product (GDP) q_q,S&P Global United Kingdom Construction Purchasing Managers Index (PMI),Nationwide United Kingdom House Price Index (HPI) m_m,Bank of England (BoE) Monetary Policy Committee (MPC) Vote Hike,Bank of England (BoE) Monetary Policy Committee (MPC) Vote Unchanged,Untitled spBank of England (BoE) Monetary Policy Committee (MPC) Vote Cutreadsheet,United Kingdom Gross Domestic Product (GDP) y_y,S&P Global United Kingdom Manufacturing Purchasing Managers Index (PMI),S&P Global United Kingdom Services Purchasing Managers Index (PMI),S&P Global United Kingdom Composite Purchasing Managers Index (PMI),Fed Interest Rate Decision,U.S. Unit Labor Costs QoQ,U.S. Core PCE Prices,U.S. PCE Price index YoY,U.S. PCE Price index YoY(1),U.S. PCE price index,U.S. PCE price index MoM
2013-01-23,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.003,0.001,0.0,0.0,0.012,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-06,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.023,-0.002,0.001,0.001,0.01,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-17,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.009,0.003,0.008,0.008,0.014,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.0,0.003,0.001,0.001,0.011,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.002,0.001,0.002,0.002,0.011,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.006,-0.005,0.0,0.0,0.014,-0.009,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-23,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.001,0.006,0.002,0.002,0.013,0.005,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-04,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.01,0.003,0.002,0.002,0.012,0.002,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-22,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.001,0.003,-0.001,-0.001,0.011,0.005,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-05,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.019,-0.005,0.002,0.002,0.014,-0.015,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-16,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.009,0.005,0.007,0.007,0.012,0.005,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-04,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.001,0.001,0.002,0.002,0.014,0.002,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-16,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.013,0.001,0.005,0.005,0.017,0.008,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.012,0.003,-0.001,-0.001,0.017,0.015,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.002,0.0,0.002,0.002,0.021,-0.002,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.008,0.004,0.003,0.003,0.023,0.0,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,Canada,0.0075,-0.0025000000000000005,Cut,,,,,,,,,,,,0.0075,0.0,0.003,-0.002,-0.002,0.021,0.001,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,Canada,0.0075,0.0,Hold,,,,,,,,,,,,0.0075,-0.018,0.003,0.002,0.002,0.022,-0.023,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,Canada,0.0075,0.0,Hold,,,,,,,,,,,,0.0075,-0.014,-0.001,0.006,0.006,0.021,-0.015,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,Canada,0.0075,0.0,Hold,,,,,,,,,,,,0.0075,0.007,0.0,0.001,0.001,0.023,0.005,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,Canada,0.005,-0.0024999999999999996,Cut,,,,,,,,,,,,0.005,-0.001,-0.001,0.004,0.004,0.022,-0.006,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,0.006,0.005,0.0,0.0,0.024,0.008,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,0.005,0.003,0.002,0.002,0.021,0.0,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,-0.005,-0.005,0.003,0.003,0.021,-0.005,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,0.001,0.0,-0.003,-0.003,0.02,0.0,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,-0.022,0.002,0.003,0.003,0.02,-0.016,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,0.021,0.006,0.005,0.005,0.019,0.012,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,-0.01,-0.001,0.002,0.002,0.022,-0.003,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-13,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,0.009,0.001,0.003,0.003,0.021,0.013,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,-0.001,0.006,0.0,0.0,0.021,-0.008,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-19,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,-0.001,0.005,0.0,0.0,0.018,-0.001,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-07,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,0.006,0.003,0.002,0.002,0.017,0.0,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-18,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,0.011,-0.003,-0.005,-0.005,0.015,0.014,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,-0.005,0.004,0.005,0.005,0.017,-0.003,54.7,0.021,0.016,0.004,0.023,0.017,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-12,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,0.022,0.006,0.004,0.004,0.017,0.017,55.5,0.02,0.023,0.001,0.035,0.012,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24,Canada,0.005,0.0,Hold,,,,,,,,,,,,0.005,0.007,0.0,0.0,0.0,0.011,-0.002,55.9,0.016,0.025,0.008,0.051,-0.016,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-12,Canada,0.0075,0.0024999999999999996,Hike,,,,,,,,,,,,0.0075,0.008,0.002,0.001,0.001,0.009,0.015,54.7,0.013,0.033,-0.002,0.049,-0.018,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-06,Canada,0.01,0.0025000000000000005,Hike,,,,,,,,,,,,0.01,0.001,0.003,-0.001,-0.001,0.009,0.007,54.6,0.012,0.043,-0.015,0.013,-0.006,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.003,0.0,0.002,0.002,0.008,-0.007,55.0,0.016,0.038,0.003,0.019,0.01,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.001,0.002,0.003,0.003,0.009,0.003,54.4,0.014,0.033,0.01,0.018,0.038,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,Canada,0.0125,0.0025000000000000005,Hike,,,,,,,,,,,,0.0125,0.015,0.0,-0.001,-0.001,0.013,0.008,54.7,0.021,0.034,0.014,0.027,0.055,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,Canada,0.0125,0.0,Hold,,,,,,,,,,,,0.0125,-0.008,0.001,0.005,0.005,0.012,-0.018,55.6,0.017,0.033,0.003,0.02,0.033,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,Canada,0.0125,0.0,Hold,,,,,,,,,,,,0.0125,0.003,-0.001,0.007,0.007,0.015,0.009,55.7,0.022,0.027,0.001,0.019,-0.003,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-30,Canada,0.0125,0.0,Hold,,,,,,,,,,,,0.0125,0.006,0.004,0.001,0.001,0.015,-0.002,55.5,0.022,0.03,0.005,0.024,0.007,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-11,Canada,0.015,0.0024999999999999988,Hike,,,,,,,,,,,,0.015,-0.012,0.001,-0.001,-0.001,0.013,-0.001,57.1,0.022,0.025,0.01,0.031,0.038,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-05,Canada,0.015,0.0,Hold,,,,,,,,,,,,0.015,-0.002,0.0,0.002,0.002,0.016,-0.001,56.8,0.03,0.024,-0.002,0.066,0.007,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-24,Canada,0.0175,0.0025000000000000022,Hike,,,,,,,,,,,,0.0175,-0.001,0.002,0.0,0.0,0.015,-0.004,54.8,0.022,0.024,-0.005,0.058,-0.046,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-05,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,0.002,-0.001,0.004,0.004,0.016,0.001,54.9,0.024,0.021,0.002,0.053,-0.024,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,0.003,0.003,-0.002,-0.002,0.015,0.0,53.6,0.017,0.022,-0.008,0.028,-0.117,-0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,-0.001,-0.001,0.003,0.003,0.015,-0.005,52.6,0.014,0.011,-0.003,0.01,0.038,-0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,0.008,0.003,0.003,0.003,0.016,0.006,50.5,0.019,0.016,0.003,0.012,0.046,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,0.011,-0.001,0.0,0.0,0.015,0.017,49.7,0.02,0.011,0.013,0.015,0.028,-0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-10,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,0.001,0.003,0.004,0.004,0.021,0.001,49.2,0.024,0.015,0.001,0.006,-0.023,-0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,0.0,0.002,0.003,0.003,0.02,0.009,49.1,0.02,0.015,-0.003,-0.017,0.012,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-30,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,-0.001,0.0,0.0,0.0,0.019,-0.002,51.0,0.019,0.013,0.002,-0.01,-0.018,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-04,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,-0.001,0.001,0.004,0.004,0.019,0.002,51.4,0.019,0.016,0.001,-0.013,-0.019,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,Canada,0.0175,0.0,Hold,,,,,,,,,,,,0.0175,-0.012,-0.001,-0.004,-0.004,0.017,-0.005,50.4,0.022,0.012,0.001,-0.004,0.015,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,Canada,0.0125,-0.005000000000000001,Cut,,,,,,,,,,,,0.0125,0.0,0.003,0.004,0.004,0.018,0.005,51.8,0.024,0.019,-0.003,0.005,-0.022,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,Canada,0.0075,-0.005000000000000001,Cut,,,,,,,,,,,,0.0075,0.0,0.003,0.004,0.004,0.018,0.005,51.8,0.024,0.019,-0.003,0.005,-0.022,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,Canada,0.0025,-0.004999999999999999,Cut,,,,,,,,,,,,0.0025,0.004,0.003,0.007,0.007,0.018,-0.001,51.8,0.022,0.019,-0.003,0.005,-0.022,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.004,0.001,0.007,0.007,0.018,-0.001,46.1,0.022,0.018,-0.005,-0.003,-0.047,-0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,-0.1,-0.072,-0.004,-0.004,0.012,-0.004,40.6,-0.002,-0.058,-0.023,-0.06,-0.134,-0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,-0.264,-0.116,-0.001,-0.001,0.007,-0.22,47.8,-0.004,-0.171,0.012,-0.049,0.164,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.237,0.065,-0.001,-0.001,0.007,0.157,55.1,0.001,-0.078,0.007,-0.023,0.03,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.004,0.03,0.001,0.001,0.01,0.005,56.0,0.005,-0.05,0.003,-0.023,0.032,-0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.011,0.008,0.004,0.004,0.01,0.01,55.8,0.007,-0.039,-0.004,0.007,0.005,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-20,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.004,0.004,-0.004,-0.004,0.015,0.0,57.9,0.007,-0.035,-0.006,0.0,0.006,-0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-10,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,-0.034,0.001,0.005,0.005,0.016,-0.041,54.8,0.01,-0.03,0.02,0.04,0.057,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,-0.011,0.007,0.003,0.003,0.014,-0.012,58.5,0.022,-0.023,0.026,0.071,0.066,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-09,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.036,0.011,0.005,0.005,0.023,0.043,57.0,0.034,0.066,0.016,0.143,0.01,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,-0.057,-0.003,0.004,0.004,0.028,-0.072,56.5,0.036,0.2,0.027,0.164,0.032,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.042,0.007,0.006,0.006,0.033,0.047,57.2,0.037,0.08,-0.004,0.154,0.022,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-27,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.021,-0.001,0.003,0.003,0.037,0.028,57.0,0.044,0.047,-0.003,0.143,-0.024,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,-0.006,0.001,0.006,0.006,0.038,-0.002,57.2,0.047,0.034,0.013,0.167,0.048,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-26,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.007,0.008,0.0,0.0,0.04,0.011,56.5,0.048,0.038,0.008,0.181,-0.01,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02,Canada,0.005,0.0025,Hike,,,,,,,,,,,,0.005,-0.018,0.0,0.008,0.008,0.043,-0.025,56.6,0.051,0.039,0.03,0.169,0.065,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-13,Canada,0.01,0.005,Hike,,,,,,,,,,,,0.01,0.032,0.002,0.008,0.008,0.048,0.025,58.9,0.057,0.035,0.031,0.164,0.06,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,Canada,0.015,0.004999999999999999,Hike,,,,,,,,,,,,0.015,0.0,0.007,0.007,0.007,0.057,0.024,56.8,0.068,0.035,0.008,0.164,-0.02,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,Canada,0.025,0.010000000000000002,Hike,,,,,,,,,,,,0.025,0.009,0.003,0.008,0.008,0.061,0.013,54.6,0.077,0.05,0.017,0.15,0.025,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-07,Canada,0.0325,0.0075,Hike,,,,,,,,,,,,0.0325,0.011,0.001,0.005,0.005,0.061,0.008,48.7,0.076,0.047,-0.021,0.119,-0.074,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-26,Canada,0.0375,0.0049999999999999975,Hike,,,,,,,,,,,,0.0375,0.007,0.001,0.004,0.004,0.06,0.007,49.8,0.069,0.043,0.001,0.09,-0.032,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-07,Canada,0.0425,0.0050000000000000044,Hike,,,,,,,,,,,,0.0425,-0.005,0.001,0.004,0.004,0.058,-0.007,49.6,0.069,0.039,0.024,0.101,0.013,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,Canada,0.045,0.0024999999999999953,Hike,,,,,,,,,,,,0.045,-0.001,0.001,-0.003,-0.003,0.054,-0.006,49.2,0.063,0.031,-0.011,0.076,-0.031,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-08,Canada,0.045,0.0,Hold,,,,,,,,,,,,0.045,0.005,-0.001,0.003,0.003,0.05,-0.006,52.4,0.059,0.023,0.004,0.054,-0.001,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12,Canada,0.045,0.0,Hold,,,,,,,,,,,,0.045,0.014,0.005,0.005,0.005,0.047,0.009,48.6,0.052,0.03,-0.008,0.014,-0.004,-0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-07,Canada,0.0475,0.0025000000000000022,Hike,,,,,,,,,,,,0.0475,-0.014,0.0,0.005,0.005,0.041,-0.003,49.0,0.044,0.017,-0.002,-0.035,0.029,-0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,Canada,0.05,0.0025000000000000022,Hike,,,,,,,,,,,,0.05,0.011,0.0,0.004,0.004,0.037,0.013,48.8,0.034,0.017,-0.01,-0.063,-0.049,-0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-06,Canada,0.05,0.0,Hold,,,,,,,,,,,,0.05,0.001,-0.002,0.005,0.005,0.032,-0.008,48.0,0.033,0.011,0.004,-0.027,0.035,-0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-25,Canada,0.05,0.0,Hold,,,,,,,,,,,,0.05,-0.001,0.0,-0.001,-0.001,0.028,0.001,47.5,0.038,0.011,0.004,0.006,0.035,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-06,Canada,0.05,0.0,Hold,,,,,,,,,,,,0.05,0.006,0.001,0.003,0.003,0.027,0.002,47.7,0.031,0.006,-0.01,-0.027,-0.025,-0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Canada,0.05,0.0,Hold,,,,,,,,,,,,0.05,-0.002,0.0,-0.005,-0.005,0.026,-0.005,45.4,0.034,0.009,-0.015,-0.027,-0.049,-0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-06,Canada,0.05,0.0,Hold,,,,,,,,,,,,0.05,0.009,0.0,0.001,0.001,0.024,0.006,49.7,0.029,0.011,-0.001,-0.029,0.012,-0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,Canada,0.05,0.0,Hold,,,,,,,,,,,,0.05,-0.003,0.006,0.001,0.001,0.021,0.005,49.8,0.028,0.009,0.007,-0.017,0.021,-0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,Canada,0.0475,-0.0025000000000000022,Cut,,,,,,,,,,,,0.0475,-0.002,0.0,0.002,0.002,0.016,-0.006,49.3,0.027,0.006,0.015,0.014,0.055,0.031,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,Canada,0.045,-0.0025000000000000022,Cut,,,,,,,,,,,,0.045,-0.008,0.003,-0.001,-0.001,0.019,-0.013,49.3,0.027,0.011,0.0,0.028,-0.014,0.075,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,Canada,0.0425,-0.0024999999999999953,Cut,,,,,,,,,,,,0.0425,-0.003,0.0,0.003,0.003,0.017,0.003,49.5,0.025,0.012,0.0,0.029,0.007,0.041,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23,Canada,0.0375,-0.0050000000000000044,Cut,,,,,,,,,,,,0.0375,0.009,0.002,0.0,0.0,0.016,0.004,50.4,0.016,0.015,-0.006,-0.009,-0.031,-0.088,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-11,Canada,0.0325,-0.0049999999999999975,Cut,,,,,,,,,,,,0.0325,0.004,0.001,0.004,0.004,0.017,0.009,52.0,0.02,0.016,0.012,0.011,0.038,-0.028,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29,Canada,0.03,-0.0025000000000000022,Cut,,,,,,,,,,,,0.03,0.0,0.003,-0.003,-0.003,0.018,-0.007,52.2,0.018,0.019,0.002,0.041,0.013,0.091,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,Canada,0.02,-0.009999999999999998,Cut,,,,,,,,,,,,0.02,0.025,0.002,0.004,0.004,0.021,0.027,47.8,0.019,0.022,0.016,0.058,0.037,0.118,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-16,Canada,0.02,0.0,Hold,,,,,,,,,,,,0.02,-0.006,0.004,0.001,0.001,0.022,0.002,46.3,0.023,0.022,0.004,0.049,0.003,0.093,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-04,Canada,0.02,0.0,Hold,,,,,,,,,,,,0.02,0.008,0.001,0.005,0.005,0.025,-0.007,46.1,0.017,0.017,-0.008,0.02,-0.03,-0.036,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30,Canada,0.02,0.0,Hold,,,,,,,,,,,,0.02,-0.011,-0.001,0.001,0.001,0.027,-0.002,45.6,0.019,0.013,0.004,0.017,0.027,0.011,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17,Canada,0.025,0.005000000000000001,Hike,,,,,,,,,,,,0.025,0.015,-0.001,0.0,0.0,0.026,0.019,48.3,0.019,0.009,0.007,0.026,0.003,0.008,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29,Canada,0.0225,-0.0025000000000000022,Cut,,,,,,,,,,,,0.0225,0.01,0.002,0.002,0.002,0.028,0.007,47.7,0.024,0.009,0.008,0.055,0.017,0.084,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-10,Canada,0.02,-0.0024999999999999988,Cut,,,,,,,,,,,,0.02,-0.007,0.002,0.006,0.006,0.029,0.002,48.4,0.022,0.01,0.015,0.06,0.016,0.058,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-28,Canada,0.02,0.0,Hold,,,,,,,,,,,,0.02,0.013,-0.003,-0.004,-0.004,0.028,0.017,48.4,0.024,0.004,-0.006,0.049,0.005,0.064,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
