central_bank_code,month,indicator_key,value_normalized,indicator,indicator_category,signed_weight,contribution
BOC,2020-08-01,part_time_employment_change,0.286554000052856,Part-Time Employment Change,Labor,-0.003142317773373342,-0.0009004437273973149
BOC,2020-08-01,ppi_mom,-0.1099954861834053,PPI (MoM),Inflation,0.01006163277453113,-0.0011067341888334368
BOC,2020-08-01,ppi_yoy,-1.0108435018416708,PPI (YoY),Inflation,0.03488863459243317,-0.0352669495658896
BOC,2020-08-01,raw_materials_prices_mom,0.5408965573517471,Raw Materials Prices (MoM),Inflation,-0.009254324696009371,-0.005005632368686723
BOC,2020-08-01,raw_materials_prices_yoy,-0.8127414681905492,Raw Materials Prices (YoY),Inflation,0.03215740267063467,-0.026135654659726306
BOC,2020-08-01,retail_sales_ex_autos_mom,0.0376805718474903,Retail Sales Ex Autos (MoM),Growth,0.023220023305281487,0.0008749437564550583
BOC,2020-08-01,retail_sales_mom,0.0010751093556755,Retail Sales (MoM),Growth,-0.014445421741266352,-1.5530408060713727e-05
BOC,2020-08-01,retail_sales_yoy,-0.1068673092189778,Retail Sales (YoY),Growth,0.03521631245765324,-0.003763472552964169
BOC,2020-08-01,unemployment_rate,1.9120177615789915,Unemployment Rate,Labor,-0.009542259431604347,-0.018244969518822162
BOC,2020-08-01,wholesale_sales_mom,-0.0494972930944544,Wholesale Sales (MoM),Growth,0.0064370348713542695,-0.00031861580168664584
BOC,2020-09-01,balance_of_trade,-1.0718668973712526,Balance of Trade,Trade,0.02960202367361747,-0.031729429270950724
BOC,2020-09-01,budget_balance,-1.6040554370483062,Budget Balance,Growth,0.01801349542493152,-0.028894645276606196
BOC,2020-09-01,core_cpi_yoy,-1.2655584092484184,Core CPI (YoY),Inflation,-0.007165218831087283,0.009068002945787634
BOC,2020-09-01,cpi_headline_mom,-0.8930645435708017,Headline CPI (MoM),Inflation,0.034877743571368594,-0.031148076143343757
BOC,2020-09-01,cpi_headline_yoy,-1.313607869940696,Headline CPI (YoY),Inflation,0.04875432513445595,-0.06404406519026881
BOC,2020-09-01,employment_change,1.1631320628617496,Employment Change,Labor,0.03988527443287958,0.04639184152892222
BOC,2020-09-01,exports,-1.539400564740343,Exports,Trade,0.02893149712843853,-0.044537163018301885
BOC,2020-09-01,full_time_employment_change,1.5354825907398526,Full-Time Employment Change,Labor,0.04096881593605494,0.0629069036330378
BOC,2020-09-01,gdp_mom,0.3396278238390602,GDP (MoM),Growth,0.006134904127173815,0.0020835841381733116
BOC,2020-09-01,imports,-1.2785632113821783,Imports,Trade,0.023228716873411066,-0.029699382841955845
BOC,2020-09-01,ivey_pmi_sa,-0.0841911274795963,Ivey PMI s.a.,Growth,0.03219530035399949,-0.002710558636347463
BOC,2020-09-01,manufacturing_sales_mom,0.2549449993255283,Manufacturing Sales (MoM),Growth,0.006148537874260851,0.0015675389842064178
BOC,2020-09-01,new_housing_price_index_mom,1.7824342304441787,New Housing Price Index (MoM),Housing,-0.024608373811200263,-0.04386280783664942
BOC,2020-09-01,new_housing_price_index_yoy,-0.1236593958123635,New Housing Price Index (YoY),Housing,0.01278700461885018,-0.0015812332654169148
BOC,2020-09-01,new_motor_vehicle_sales,1.0968093230035558,New Motor Vehicle Sales,Growth,0.013522100026237169,0.014831165375363555
BOC,2020-09-01,part_time_employment_change,0.317549344659178,Part-Time Employment Change,Labor,-0.003142317773373342,-0.000997840949645592
BOC,2020-09-01,ppi_mom,-0.4311823058389492,PPI (MoM),Inflation,0.01006163277453113,-0.004338398020227076
BOC,2020-09-01,ppi_yoy,-0.9964191484545198,PPI (YoY),Inflation,0.03488863459243317,-0.03476370357133316
BOC,2020-09-01,raw_materials_prices_mom,-0.6268172258436557,Raw Materials Prices (MoM),Inflation,-0.009254324696009371,0.005800770133009027
BOC,2020-09-01,raw_materials_prices_yoy,-0.9138169525982466,Raw Materials Prices (YoY),Inflation,0.03215740267063467,-0.02938597971195409
BOC,2020-09-01,retail_sales_ex_autos_mom,0.1668711038960288,Retail Sales Ex Autos (MoM),Growth,0.023220023305281487,0.003874750921443837
BOC,2020-09-01,retail_sales_mom,0.1384203295432236,Retail Sales (MoM),Growth,-0.014445421741266352,-0.0019995400378169355
BOC,2020-09-01,retail_sales_yoy,0.0131188834765365,Retail Sales (YoY),Growth,0.03521631245765324,0.00046199869960525364
BOC,2020-09-01,unemployment_rate,1.2436543278649097,Unemployment Rate,Labor,-0.009542259431604347,-0.011867272239724499
BOC,2020-09-01,wholesale_sales_mom,0.119004130205816,Wholesale Sales (MoM),Growth,0.0064370348713542695,0.0007660337359700215
BOC,2020-10-01,balance_of_trade,-1.264234174965871,Balance of Trade,Trade,0.02960202367361747,-0.037423889976335965
BOC,2020-10-01,budget_balance,-0.8653253936447615,Budget Balance,Growth,0.01801349542493152,-0.015587535019496978
BOC,2020-10-01,core_cpi_yoy,-1.2655584092484184,Core CPI (YoY),Inflation,-0.007165218831087283,0.009068002945787634
BOC,2020-10-01,cpi_headline_mom,0.2760381316491569,Headline CPI (MoM),Inflation,0.034877743571368594,0.00962758717157898
BOC,2020-10-01,cpi_headline_yoy,-1.2151520532587503,Headline CPI (YoY),Inflation,0.04875432513445595,-0.05924391829237884
BOC,2020-10-01,employment_change,0.199474983849256,Employment Change,Labor,0.03988527443287958,0.007956114473321797
BOC,2020-10-01,exports,-1.430903897265333,Exports,Trade,0.02893149712843853,-0.041398191994803483
BOC,2020-10-01,full_time_employment_change,0.2417505987328966,Full-Time Employment Change,Labor,0.04096881593605494,0.009904235781919117
BOC,2020-10-01,gdp_mom,0.1348416200804761,GDP (MoM),Growth,0.006134904127173815,0.0008272404115465163
BOC,2020-10-01,imports,-1.1077259615425266,Imports,Trade,0.023228716873411066,-0.025731052733998384
BOC,2020-10-01,ivey_pmi_sa,-0.0623862311539452,Ivey PMI s.a.,Growth,0.03219530035399949,-0.002008543449955306
