ranking_id,date,window_months,currency,country_code,cb_strength_score,cb_pressure_normalized,strength_label,trend_label,confidence,rank_strongest,rank_weakest,percentile_rank,processed_at
12145,2024-09-05,2,JPY,JP,0.761836,0.331844,mild_strong,improving,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12146,2024-09-05,2,CHF,CH,0.961138,0.462713,mild_strong,weakening,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12147,2024-09-05,3,CAD,CA,-0.854236,-0.607535,mild_weak,improving,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12148,2024-09-05,3,AUD,AU,-0.720126,-0.520637,mild_weak,flat,medium,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12149,2024-09-05,3,JPY,JP,0.281024,0.128068,neutral,improving,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12150,2024-09-05,3,CHF,CH,1.293338,0.784008,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12151,2024-09-06,1,GBP,UK,-1.115405,-1.049733,weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
12152,2024-09-06,1,EUR,EU,-0.561485,-0.699484,mild_weak,weakening,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
12153,2024-09-06,1,CAD,CA,-0.368124,-0.577220,mild_weak,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
12154,2024-09-06,1,CHF,CH,0.695358,0.095231,mild_strong,weakening,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
12155,2024-09-06,1,JPY,JP,1.349655,0.508950,strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
12156,2024-09-06,2,CAD,CA,-1.043082,-0.774882,weak,flat,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
12157,2024-09-06,2,GBP,UK,-0.987937,-0.743954,mild_weak,flat,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
12158,2024-09-06,2,EUR,EU,0.069373,-0.150966,neutral,flat,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
12159,2024-09-06,2,JPY,JP,0.921168,0.326759,mild_strong,improving,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
12160,2024-09-06,2,CHF,CH,1.040479,0.393675,strong,weakening,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
12161,2024-09-06,3,GBP,UK,-1.154475,-0.881185,weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
12162,2024-09-06,3,CAD,CA,-0.700514,-0.599514,mild_weak,improving,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
12163,2024-09-06,3,EUR,EU,-0.026149,-0.181088,neutral,flat,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
12164,2024-09-06,3,JPY,JP,0.489768,0.139026,mild_strong,improving,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
12165,2024-09-06,3,CHF,CH,1.391370,0.698447,strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
12166,2024-09-08,1,JPY,JP,0.000000,0.501231,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12167,2024-09-08,2,JPY,JP,0.000000,0.327066,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12168,2024-09-08,3,JPY,JP,0.000000,0.140961,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12169,2024-09-09,1,JPY,JP,0.000000,0.458960,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12170,2024-09-09,2,JPY,JP,0.000000,0.314912,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12171,2024-09-09,3,JPY,JP,0.000000,0.142176,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12172,2024-09-10,1,GBP,UK,-0.691145,-1.130209,mild_weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12173,2024-09-10,1,AUD,AU,-0.455513,-0.930756,mild_weak,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12174,2024-09-10,1,JPY,JP,1.146659,0.425420,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12175,2024-09-10,2,GBP,UK,-0.591957,-0.758574,mild_weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12176,2024-09-10,2,AUD,AU,-0.562620,-0.740711,mild_weak,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12177,2024-09-10,2,JPY,JP,1.154576,0.304892,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12178,2024-09-10,3,GBP,UK,-0.867836,-0.865461,mild_weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12179,2024-09-10,3,AUD,AU,-0.225738,-0.534690,neutral,flat,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12180,2024-09-10,3,JPY,JP,1.093574,0.144939,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12181,2024-09-11,1,GBP,UK,-0.707107,-1.117441,mild_weak,weakening,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12182,2024-09-11,1,JPY,JP,0.707107,0.395411,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12183,2024-09-11,2,GBP,UK,-0.707107,-0.758819,mild_weak,improving,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12184,2024-09-11,2,JPY,JP,0.707107,0.291266,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12185,2024-09-11,3,GBP,UK,-0.707107,-0.845799,mild_weak,weakening,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12186,2024-09-11,3,JPY,JP,0.707107,0.151935,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12187,2024-09-12,1,AUD,AU,0.000000,-0.933003,neutral,weakening,medium,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12188,2024-09-12,2,AUD,AU,0.000000,-0.775967,neutral,weakening,medium,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12189,2024-09-12,3,AUD,AU,0.000000,-0.548744,neutral,flat,medium,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12190,2024-09-13,1,CAD,CA,-0.707107,-0.508491,mild_weak,improving,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12191,2024-09-13,1,JPY,JP,0.707107,0.383268,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12192,2024-09-13,2,CAD,CA,-0.707107,-0.765253,mild_weak,flat,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12193,2024-09-13,2,JPY,JP,0.707107,0.281433,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12194,2024-09-13,3,CAD,CA,-0.707107,-0.589491,mild_weak,improving,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12195,2024-09-13,3,JPY,JP,0.707107,0.158773,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12196,2024-09-16,1,GBP,UK,-1.089906,-1.222685,weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12197,2024-09-16,1,CAD,CA,0.214682,-0.437067,neutral,improving,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12198,2024-09-16,1,CHF,CH,0.875224,-0.039292,mild_strong,weakening,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12199,2024-09-16,2,GBP,UK,-0.578812,-0.767073,mild_weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12200,2024-09-16,2,CAD,CA,-0.575888,-0.765331,mild_weak,weakening,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12201,2024-09-16,2,CHF,CH,1.154699,0.265267,strong,weakening,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12202,2024-09-16,3,GBP,UK,-0.733741,-0.825093,mild_weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12203,2024-09-16,3,CAD,CA,-0.405281,-0.579014,mild_weak,improving,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12204,2024-09-16,3,CHF,CH,1.139022,0.577962,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12205,2024-09-17,1,EUR,EU,-0.839499,-1.076168,mild_weak,weakening,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12206,2024-09-17,1,NZD,NZ,-0.619901,-0.945912,mild_weak,improving,medium,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12207,2024-09-17,1,CAD,CA,0.079301,-0.531173,neutral,improving,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12208,2024-09-17,1,JPY,JP,1.380100,0.240408,strong,flat,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12209,2024-09-17,2,NZD,NZ,-0.968594,-1.040699,mild_weak,improving,medium,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12210,2024-09-17,2,CAD,CA,-0.552598,-0.800158,mild_weak,weakening,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12211,2024-09-17,2,EUR,EU,0.213126,-0.357393,neutral,weakening,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12212,2024-09-17,2,JPY,JP,1.308067,0.275735,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12213,2024-09-17,3,NZD,NZ,-1.252704,-1.240041,weak,improving,medium,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12214,2024-09-17,3,CAD,CA,-0.185088,-0.608052,neutral,improving,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12215,2024-09-17,3,EUR,EU,0.292955,-0.325069,neutral,flat,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12216,2024-09-17,3,JPY,JP,1.144837,0.179213,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12217,2024-09-18,1,GBP,UK,-1.142212,-1.059909,weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12218,2024-09-18,1,AUD,AU,0.424428,-0.953616,mild_strong,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12219,2024-09-18,1,EUR,EU,0.717784,-0.933713,mild_strong,weakening,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12220,2024-09-18,2,AUD,AU,-0.675593,-0.806117,mild_weak,weakening,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12221,2024-09-18,2,GBP,UK,-0.473179,-0.756899,mild_weak,improving,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12222,2024-09-18,2,EUR,EU,1.148772,-0.362514,strong,weakening,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12223,2024-09-18,3,GBP,UK,-0.946940,-0.786258,mild_weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12224,2024-09-18,3,AUD,AU,-0.098788,-0.579862,neutral,flat,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12225,2024-09-18,3,EUR,EU,1.045728,-0.301346,strong,flat,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12226,2024-09-19,1,AUD,AU,-0.861866,-0.944792,mild_weak,weakening,medium,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12227,2024-09-19,1,GBP,UK,-0.827919,-0.924588,mild_weak,weakening,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12228,2024-09-19,1,CHF,CH,0.576515,-0.088729,mild_strong,weakening,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12229,2024-09-19,1,JPY,JP,1.113269,0.230725,strong,flat,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12230,2024-09-19,2,AUD,AU,-0.931407,-0.808519,mild_weak,weakening,medium,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12231,2024-09-19,2,GBP,UK,-0.785852,-0.725013,mild_weak,improving,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12232,2024-09-19,2,CHF,CH,0.716450,0.136860,mild_strong,weakening,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12233,2024-09-19,2,JPY,JP,1.000808,0.299997,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12234,2024-09-19,3,GBP,UK,-0.971906,-0.746989,mild_weak,weakening,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12235,2024-09-19,3,AUD,AU,-0.713964,-0.587767,mild_weak,weakening,medium,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12236,2024-09-19,3,JPY,JP,0.593362,0.219214,mild_strong,improving,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12237,2024-09-19,3,CHF,CH,1.092508,0.527325,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12238,2024-09-20,1,EUR,EU,-0.715515,-0.958013,mild_weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
12239,2024-09-20,1,NZD,NZ,-0.580890,-0.892962,mild_weak,improving,medium,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
12240,2024-09-20,1,GBP,UK,-0.411959,-0.811335,mild_weak,weakening,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
12241,2024-09-20,1,CAD,CA,-0.018069,-0.621008,neutral,improving,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
12242,2024-09-20,1,JPY,JP,1.726432,0.221935,strong,weakening,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
12243,2024-09-20,2,NZD,NZ,-0.975841,-0.995381,mild_weak,improving,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
12244,2024-09-20,2,CAD,CA,-0.577294,-0.790803,mild_weak,flat,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
12245,2024-09-20,2,GBP,UK,-0.346455,-0.672311,neutral,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
12246,2024-09-20,2,EUR,EU,0.321218,-0.329587,neutral,weakening,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
12247,2024-09-20,2,JPY,JP,1.578371,0.315722,strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
12248,2024-09-20,3,NZD,NZ,-1.280130,-1.191822,weak,improving,medium,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
12249,2024-09-20,3,GBP,UK,-0.369672,-0.707455,mild_weak,flat,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
12250,2024-09-20,3,CAD,CA,-0.214917,-0.625125,neutral,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
12251,2024-09-20,3,EUR,EU,0.463405,-0.264256,mild_strong,flat,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
12252,2024-09-20,3,JPY,JP,1.401313,0.234714,strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
12253,2024-09-22,1,AUD,AU,-0.707107,-0.942095,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12254,2024-09-22,1,NZD,NZ,0.707107,-0.857663,mild_strong,improving,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12255,2024-09-22,2,NZD,NZ,-0.707107,-0.950063,mild_weak,improving,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12256,2024-09-22,2,AUD,AU,0.707107,-0.811063,mild_strong,weakening,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12257,2024-09-22,3,NZD,NZ,-0.707107,-1.172165,mild_weak,improving,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12258,2024-09-22,3,AUD,AU,0.707107,-0.606116,mild_strong,weakening,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12259,2024-09-23,1,EUR,EU,-0.707107,-1.152068,mild_weak,weakening,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12260,2024-09-23,1,GBP,UK,0.707107,-0.593090,mild_strong,flat,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12261,2024-09-23,2,GBP,UK,-0.707107,-0.616450,mild_weak,improving,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12262,2024-09-23,2,EUR,EU,0.707107,-0.332903,mild_strong,weakening,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12263,2024-09-23,3,GBP,UK,-0.707107,-0.661155,mild_weak,flat,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12264,2024-09-23,3,EUR,EU,0.707107,-0.236324,mild_strong,flat,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12265,2024-09-24,1,AUD,AU,-0.728657,-0.935628,mild_weak,weakening,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12266,2024-09-24,1,CAD,CA,-0.411426,-0.744482,mild_weak,flat,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12267,2024-09-24,1,JPY,JP,1.140083,0.190371,strong,weakening,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12268,2024-09-24,2,AUD,AU,-0.601396,-0.833912,mild_weak,weakening,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12269,2024-09-24,2,CAD,CA,-0.552966,-0.801562,mild_weak,weakening,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12270,2024-09-24,2,JPY,JP,1.154362,0.338884,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12271,2024-09-24,3,CAD,CA,-0.608627,-0.645390,mild_weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12272,2024-09-24,3,AUD,AU,-0.545498,-0.613293,mild_weak,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12273,2024-09-24,3,JPY,JP,1.154125,0.250820,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12274,2024-09-25,1,AUD,AU,-0.707107,-0.930156,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12275,2024-09-25,1,CHF,CH,0.707107,-0.180709,mild_strong,weakening,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12276,2024-09-25,2,AUD,AU,-0.707107,-0.835241,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12277,2024-09-25,2,CHF,CH,0.707107,0.096028,mild_strong,weakening,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12278,2024-09-25,3,AUD,AU,-0.707107,-0.630807,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12279,2024-09-25,3,CHF,CH,0.707107,0.441764,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12280,2024-09-26,1,CAD,CA,-0.707107,-0.809285,mild_weak,flat,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12281,2024-09-26,1,JPY,JP,0.707107,0.229562,mild_strong,weakening,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12282,2024-09-26,2,CAD,CA,-0.707107,-0.813874,mild_weak,weakening,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12283,2024-09-26,2,JPY,JP,0.707107,0.371739,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12284,2024-09-26,3,CAD,CA,-0.707107,-0.728648,mild_weak,improving,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
12285,2024-09-26,3,JPY,JP,0.707107,0.271757,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
12286,2024-09-27,1,EUR,EU,-0.653362,-1.010258,mild_weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12287,2024-09-27,1,CAD,CA,-0.497842,-0.900429,mild_weak,flat,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12288,2024-09-27,1,JPY,JP,1.151204,0.264137,strong,weakening,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12289,2024-09-27,2,CAD,CA,-0.908390,-0.841767,mild_weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12290,2024-09-27,2,EUR,EU,-0.163154,-0.379928,neutral,weakening,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12291,2024-09-27,2,JPY,JP,1.071545,0.385242,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12292,2024-09-27,3,CAD,CA,-1.012890,-0.750024,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12293,2024-09-27,3,EUR,EU,0.026300,-0.210967,neutral,flat,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12294,2024-09-27,3,JPY,JP,0.986591,0.287163,mild_strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12295,2024-09-29,1,JPY,JP,0.000000,0.285965,neutral,weakening,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12296,2024-09-29,2,JPY,JP,0.000000,0.403314,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12297,2024-09-29,3,JPY,JP,0.000000,0.297549,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
12298,2024-09-30,1,AUD,AU,-0.755479,-0.913045,mild_weak,flat,medium,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12299,2024-09-30,1,NZD,NZ,-0.715758,-0.889691,mild_weak,flat,medium,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12300,2024-09-30,1,GBP,UK,0.089603,-0.416174,neutral,improving,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12301,2024-09-30,1,JPY,JP,1.381634,0.343484,strong,weakening,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12302,2024-09-30,2,NZD,NZ,-0.725534,-0.956221,mild_weak,improving,medium,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12303,2024-09-30,2,AUD,AU,-0.562147,-0.852097,mild_weak,weakening,medium,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12304,2024-09-30,2,GBP,UK,-0.171184,-0.602939,neutral,improving,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12305,2024-09-30,2,JPY,JP,1.458865,0.435877,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12306,2024-09-30,3,NZD,NZ,-0.981506,-1.105359,mild_weak,improving,medium,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
12307,2024-09-30,3,AUD,AU,-0.278784,-0.682868,neutral,weakening,medium,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
12308,2024-09-30,3,GBP,UK,-0.132993,-0.595216,neutral,flat,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
12309,2024-09-30,3,JPY,JP,1.393283,0.322413,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
12310,2024-10-01,1,EUR,EU,-0.834634,-1.014535,mild_weak,weakening,high,7,1,0.000000,2026-05-03T19:58:36.884106+00:00
12311,2024-10-01,1,CAD,CA,-0.791107,-0.991573,mild_weak,weakening,high,6,2,0.166667,2026-05-03T19:58:36.884106+00:00
12312,2024-10-01,1,NZD,NZ,-0.638454,-0.911043,mild_weak,flat,medium,5,3,0.333333,2026-05-03T19:58:36.884106+00:00
12313,2024-10-01,1,AUD,AU,-0.601111,-0.891343,mild_weak,flat,medium,4,4,0.500000,2026-05-03T19:58:36.884106+00:00
12314,2024-10-01,1,GBP,UK,0.457177,-0.333052,mild_strong,improving,high,3,5,0.666667,2026-05-03T19:58:36.884106+00:00
12315,2024-10-01,1,CHF,CH,0.571601,-0.272689,mild_strong,weakening,high,2,6,0.833333,2026-05-03T19:58:36.884106+00:00
12316,2024-10-01,1,JPY,JP,1.836529,0.394613,strong,weakening,high,1,7,1.000000,2026-05-03T19:58:36.884106+00:00
12317,2024-10-01,2,NZD,NZ,-0.888979,-0.950960,mild_weak,improving,medium,7,1,0.000000,2026-05-03T19:58:36.884106+00:00
12318,2024-10-01,2,AUD,AU,-0.721251,-0.862929,mild_weak,weakening,medium,6,2,0.166667,2026-05-03T19:58:36.884106+00:00
12319,2024-10-01,2,CAD,CA,-0.689229,-0.846122,mild_weak,weakening,high,5,3,0.333333,2026-05-03T19:58:36.884106+00:00
12320,2024-10-01,2,EUR,EU,-0.242768,-0.611799,neutral,weakening,high,4,4,0.500000,2026-05-03T19:58:36.884106+00:00
12321,2024-10-01,2,GBP,UK,-0.168174,-0.572649,neutral,improving,high,3,5,0.666667,2026-05-03T19:58:36.884106+00:00
12322,2024-10-01,2,CHF,CH,0.878691,-0.023207,mild_strong,weakening,high,2,6,0.833333,2026-05-03T19:58:36.884106+00:00
12323,2024-10-01,2,JPY,JP,1.831710,0.476980,strong,improving,high,1,7,1.000000,2026-05-03T19:58:36.884106+00:00
12324,2024-10-01,3,NZD,NZ,-1.253757,-1.067884,weak,improving,medium,7,1,0.000000,2026-05-03T19:58:36.884106+00:00
12325,2024-10-01,3,CAD,CA,-0.758970,-0.796820,mild_weak,flat,high,6,2,0.166667,2026-05-03T19:58:36.884106+00:00
12326,2024-10-01,3,AUD,AU,-0.573775,-0.695363,mild_weak,weakening,medium,5,3,0.333333,2026-05-03T19:58:36.884106+00:00
12327,2024-10-01,3,GBP,UK,-0.295970,-0.543170,neutral,flat,high,4,4,0.500000,2026-05-03T19:58:36.884106+00:00
12328,2024-10-01,3,EUR,EU,0.295941,-0.218898,neutral,flat,high,3,5,0.666667,2026-05-03T19:58:36.884106+00:00
12329,2024-10-01,3,CHF,CH,1.257294,0.307770,strong,flat,high,2,6,0.833333,2026-05-03T19:58:36.884106+00:00
12330,2024-10-01,3,JPY,JP,1.329237,0.347183,strong,improving,high,1,7,1.000000,2026-05-03T19:58:36.884106+00:00
12331,2024-10-02,1,AUD,AU,-0.592507,-0.869318,mild_weak,flat,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12332,2024-10-02,1,EUR,EU,-0.562059,-0.846236,mild_weak,weakening,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12333,2024-10-02,1,JPY,JP,1.154567,0.455117,strong,flat,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12334,2024-10-02,2,AUD,AU,-0.716315,-0.863052,mild_weak,weakening,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12335,2024-10-02,2,EUR,EU,-0.426170,-0.650148,mild_weak,weakening,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12336,2024-10-02,2,JPY,JP,1.142485,0.500901,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12337,2024-10-02,3,AUD,AU,-0.926773,-0.709417,mild_weak,weakening,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
12338,2024-10-02,3,EUR,EU,-0.133119,-0.280116,neutral,flat,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
12339,2024-10-02,3,JPY,JP,1.059892,0.365206,strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
12340,2024-10-03,1,CAD,CA,-0.991018,-1.085273,mild_weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
12341,2024-10-03,1,AUD,AU,-0.615907,-0.848481,mild_weak,flat,medium,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
12342,2024-10-03,1,CHF,CH,-0.365308,-0.690287,mild_weak,weakening,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
12343,2024-10-03,1,GBP,UK,0.456852,-0.171291,mild_strong,improving,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
