central_bank_code,left_indicator_key,left_indicator,left_category,left_importance,right_indicator_key,right_indicator,right_category,right_importance,observations,correlation,abs_correlation
BOJ,coincident_index,Coincident Index,Growth,2,industrial_production_yoy,Industrial Production (YoY),Growth,2,76,0.2967024997081783,0.2967024997081783
RBA,building_permits,Building Permits,Housing,2,producer_price_index_qoq,Producer Price Index (QoQ),Inflation,2,24,-0.2963554361769483,0.2963554361769483
FED,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Labor,1,consumer_inflation_expectations,Consumer Inflation Expectations,Inflation,2,35,0.2959479206716759,0.2959479206716759
BOE,core_rpi_yoy,Core RPI (YoY),Inflation,3,manufacturing_pmi,Manufacturing PMI,Growth,2,24,-0.2959243783799487,0.2959243783799487
RBA,imports_mom,Imports (MoM),Trade,2,rba_weighted_median_cpi_yoy,RBA Weighted Median CPI (YoY),Inflation,1,23,0.29567730789649826,0.29567730789649826
BOE,house_price_index_mom,House Price Index (MoM),Housing,3,nationwide_hpi_yoy,Nationwide House Prices (YoY),Housing,3,67,0.2954421324380289,0.2954421324380289
RBNZ,capacity_utilization,Capacity Utilization,Growth,3,labour_cost_index_yoy,Labour Cost Index (YoY),Labor,2,25,-0.2953947843972335,0.2953947843972335
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,michigan_inflation_expectations,Michigan Inflation Expectations,Inflation,2,30,0.2953498462592637,0.2953498462592637
FED,cpi_index,CPI Index,Inflation,2,import_prices_mom,Import Prices (MoM),Inflation,3,25,-0.29501922608837056,0.29501922608837056
BOE,gdp_yoy,GDP (YoY),Growth,1,house_price_index_yoy,House Price Index (YoY),Housing,3,70,0.2944316177256498,0.2944316177256498
BOE,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,ppi_output_yoy,PPI Output (YoY),Inflation,3,66,0.2943562472147577,0.2943562472147577
BOJ,cpi_headline_mom,Headline CPI (MoM),Inflation,2,ppi_yoy,PPI (YoY),Inflation,2,68,0.29417365194644035,0.29417365194644035
BOE,employment_change,Employment Change,Labor,2,industrial_production_yoy,Industrial Production (YoY),Growth,2,75,0.294164090482461,0.294164090482461
RBA,building_permits,Building Permits,Housing,2,housing_credit_mom,Housing Credit (MoM),Growth,3,37,0.2940523884061799,0.2940523884061799
BOC,full_time_employment_change,Full-Time Employment Change,Labor,1,ppi_mom,PPI (MoM),Inflation,2,72,0.29383895509881724,0.29383895509881724
RBNZ,business_confidence,Business Confidence,Growth,3,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,26,-0.29377851720867704,0.29377851720867704
RBNZ,business_confidence,Business Confidence,Growth,3,credit_card_spending_yoy,Credit Card Spending (YoY),Growth,3,63,-0.2936846697280329,0.2936846697280329
BOJ,leading_index_mom,Leading Index (MoM),Growth,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,22,-0.29346959893296964,0.29346959893296964
FED,adp_employment_change,ADP Employment Change,Labor,2,core_ppi_yoy,Core PPI (YoY),Inflation,2,33,0.2934112126353708,0.2934112126353708
BOE,core_cpi_mom,Core CPI (MoM),Inflation,2,retail_price_index_yoy,Retail Price Index (YoY),Inflation,3,70,0.29316562642690935,0.29316562642690935
BOE,cpi_headline_mom,Headline CPI (MoM),Inflation,2,ppi_input_mom,PPI Input (MoM),Inflation,3,58,0.29300092134068656,0.29300092134068656
BOE,claimant_count_change,Claimant Count Change,Labor,2,employment_change,Employment Change,Labor,2,74,-0.29270864091501314,0.29270864091501314
RBNZ,business_confidence,Business Confidence,Growth,3,exports,Exports,Growth,2,74,0.29265469810668066,0.29265469810668066
BOE,gdp_yoy,GDP (YoY),Growth,1,ppi_input_mom,PPI Input (MoM),Inflation,3,62,0.29258928656498245,0.29258928656498245
BOE,cpi_headline_mom,Headline CPI (MoM),Inflation,2,gdp_yoy,GDP (YoY),Growth,1,64,0.29253367656562557,0.29253367656562557
BOJ,current_account,Current Account,Growth,2,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,2,25,0.2924028994462602,0.2924028994462602
BOJ,current_account,Current Account,Growth,2,tankan_large_all_industry_capex,Tankan Large All Industry Capex,Sentiment,2,25,0.2923067231887349,0.2923067231887349
RBA,rba_trimmed_mean_cpi_yoy,RBA Trimmed Mean CPI (YoY),Inflation,1,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,24,0.2923050345189702,0.2923050345189702
RBA,corelogic_dwelling_prices_mom,CoreLogic Dwelling Prices (MoM),Housing,2,private_house_approvals_mom,Private House Approvals (MoM),Housing,2,31,0.2918536924522775,0.2918536924522775
FED,cpi_index,CPI Index,Inflation,2,new_home_sales,New Home Sales,Housing,2,26,-0.2916257293079931,0.2916257293079931
FED,average_weekly_hours,Average Weekly Hours,Labor,2,core_ppi_yoy,Core PPI (YoY),Inflation,2,35,0.29137841242867096,0.29137841242867096
RBA,export_price_index_qoq,Export Price Index (QoQ),Inflation,2,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,24,-0.29098865091925813,0.29098865091925813
RBA,part_time_employment_change,Part-Time Employment Change,Labor,1,rba_weighted_median_cpi_yoy,RBA Weighted Median CPI (YoY),Inflation,1,23,0.2908608105030598,0.2908608105030598
BOJ,industrial_production_yoy,Industrial Production (YoY),Growth,2,tankan_large_all_industry_capex,Tankan Large All Industry Capex,Sentiment,2,25,0.29081031431584814,0.29081031431584814
BOC,cpi_headline_mom,Headline CPI (MoM),Inflation,2,new_housing_price_index_mom,New Housing Price Index (MoM),Housing,2,61,0.29066689058418044,0.29066689058418044
BOE,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,66,0.2906080493337818,0.2906080493337818
BOE,house_price_index_mom,House Price Index (MoM),Housing,3,retail_sales_yoy,Retail Sales (YoY),Growth,1,66,0.2903764234936201,0.2903764234936201
RBA,housing_credit_mom,Housing Credit (MoM),Growth,3,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,41,0.2902618958728918,0.2902618958728918
RBA,building_permits,Building Permits,Housing,2,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,23,-0.29016383526786976,0.29016383526786976
BOE,gdp_yoy,GDP (YoY),Growth,1,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,63,0.29015037132808513,0.29015037132808513
FED,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,2,nfp,Non-Farm Payrolls,Labor,1,33,0.2898227728147994,0.2898227728147994
FED,new_home_sales,New Home Sales,Housing,2,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,21,-0.28941083723662636,0.28941083723662636
RBA,services_pmi,Services PMI,Growth,2,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,58,0.2893557175123549,0.2893557175123549
RBA,full_time_employment_change,Full-Time Employment Change,Labor,1,manufacturing_pmi,Manufacturing PMI,Growth,2,58,0.28895313859864147,0.28895313859864147
BOE,core_cpi_mom,Core CPI (MoM),Inflation,2,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,70,0.2889424662732104,0.2889424662732104
RBA,import_price_index_qoq,Import Price Index (QoQ),Inflation,2,rba_weighted_median_cpi_qoq,RBA Weighted Median CPI (QoQ),Inflation,1,24,0.28838270530521365,0.28838270530521365
FED,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Labor,1,new_home_sales,New Home Sales,Housing,2,32,0.2882128497998616,0.2882128497998616
BOE,core_rpi_mom,Core RPI (MoM),Inflation,3,services_pmi,Services PMI,Growth,1,22,-0.28800242504785345,0.28800242504785345
BOJ,gdp_qoq,GDP (QoQ),Growth,1,manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,24,0.287503355564666,0.287503355564666
FED,consumer_inflation_expectations,Consumer Inflation Expectations,Inflation,2,import_prices_mom,Import Prices (MoM),Inflation,3,33,0.28748169638808024,0.28748169638808024
BOE,core_cpi_mom,Core CPI (MoM),Inflation,2,core_cpi_yoy,Core CPI (YoY),Inflation,1,70,0.2872401909943537,0.2872401909943537
RBA,balance_of_trade,Balance of Trade,Trade,2,exports_mom,Exports (MoM),Trade,2,75,0.28696897932917087,0.28696897932917087
FED,ism_services_employment,ISM Services Employment,Growth,2,michigan_inflation_expectations,Michigan Inflation Expectations,Inflation,2,25,0.28680732953261073,0.28680732953261073
SNB,consumer_confidence,Consumer Confidence,Sentiment,2,gdp_qoq,GDP (QoQ),Growth,1,22,0.2865745387815737,0.2865745387815737
BOE,retail_price_index_yoy,Retail Price Index (YoY),Inflation,3,retail_sales_yoy,Retail Sales (YoY),Growth,1,73,-0.2858681687719522,0.2858681687719522
BOJ,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,1,leading_index_mom,Leading Index (MoM),Growth,2,22,0.28582195019544376,0.28582195019544376
FED,adp_employment_change,ADP Employment Change,Labor,2,core_cpi_yoy,Core CPI (YoY),Inflation,1,34,0.28546708669853466,0.28546708669853466
RBA,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,2,leading_index_mom,Leading Index (MoM),Growth,3,59,-0.2854086475693573,0.2854086475693573
FED,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,2,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,33,0.2853241501915205,0.2853241501915205
BOC,services_pmi,Services PMI,Growth,2,vehicle_sales_mom,Vehicle Sales (MoM),Growth,3,20,-0.2852177696157097,0.2852177696157097
BOJ,eco_watchers_current,Eco Watchers Survey Current,Sentiment,2,household_spending_yoy,Household Spending (YoY),Growth,2,75,0.28487095130723217,0.28487095130723217
BOJ,eco_watchers_outlook,Eco Watchers Survey Outlook,Sentiment,2,household_spending_mom,Household Spending (MoM),Growth,2,75,0.28474082833625836,0.28474082833625836
BOJ,gdp_qoq,GDP (QoQ),Growth,1,unemployment_rate,Unemployment Rate,Labor,2,24,0.28453900096318147,0.28453900096318147
BOJ,leading_economic_index,Leading Economic Index,Growth,2,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,75,0.2843389055347187,0.2843389055347187
FED,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,2,private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,2,33,0.28418135589066784,0.28418135589066784
RBA,current_account,Current Account,Trade,2,producer_price_index_yoy,Producer Price Index (YoY),Inflation,2,25,-0.2840070673613702,0.2840070673613702
BOC,core_cpi_yoy,Core CPI (YoY),Inflation,1,cpi_headline_mom,Headline CPI (MoM),Inflation,2,72,0.2838891493617418,0.2838891493617418
RBA,ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,3,producer_price_index_yoy,Producer Price Index (YoY),Inflation,2,23,-0.283877346135435,0.283877346135435
RBA,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,import_price_index_qoq,Import Price Index (QoQ),Inflation,2,25,0.28360105321662343,0.28360105321662343
ECB,cpi_headline_mom,Headline HICP (MoM),Inflation,2,services_pmi,Services PMI,Growth,2,18,0.28346211717703546,0.28346211717703546
BOJ,eco_watchers_outlook,Eco Watchers Survey Outlook,Sentiment,2,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,76,0.28332348805164514,0.28332348805164514
BOJ,coincident_index,Coincident Index,Growth,2,machinery_orders_yoy,Machinery Orders (YoY),Growth,2,76,0.2831802687511901,0.2831802687511901
RBA,consumer_price_index,Consumer Price Index,Inflation,2,services_pmi,Services PMI,Growth,2,18,-0.28310082975550893,0.28310082975550893
FED,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Labor,1,cpi_headline_mom,Headline CPI (MoM),Inflation,2,30,-0.2829270963156641,0.2829270963156641
RBA,corelogic_dwelling_prices_mom,CoreLogic Dwelling Prices (MoM),Housing,2,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,30,-0.28280056661487224,0.28280056661487224
FED,michigan_inflation_expectations,Michigan Inflation Expectations,Inflation,2,nfp,Non-Farm Payrolls,Labor,1,33,0.2827893943191533,0.2827893943191533
BOE,core_cpi_mom,Core CPI (MoM),Inflation,2,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,61,0.2827728168348703,0.2827728168348703
BOE,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,53,0.28263309253816427,0.28263309253816427
BOE,house_price_index_mom,House Price Index (MoM),Housing,3,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,68,0.2824653447845903,0.2824653447845903
BOC,core_cpi_mom,Core CPI (MoM),Inflation,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,42,0.2820815451838943,0.2820815451838943
RBA,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,part_time_employment_change,Part-Time Employment Change,Labor,1,28,0.2819829288433614,0.2819829288433614
FED,import_prices_mom,Import Prices (MoM),Inflation,3,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,2,31,0.28118443906183943,0.28118443906183943
BOE,claimant_count_change,Claimant Count Change,Labor,2,ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,55,-0.28099746854622637,0.28099746854622637
BOJ,leading_index_mom,Leading Index (MoM),Growth,2,ppi_yoy,PPI (YoY),Inflation,2,21,-0.2805817870871298,0.2805817870871298
RBA,ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,3,rba_trimmed_mean_cpi_yoy,RBA Trimmed Mean CPI (YoY),Inflation,1,23,-0.2803764852024451,0.2803764852024451
BOJ,household_spending_mom,Household Spending (MoM),Growth,2,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,2,25,0.2802152413072534,0.2802152413072534
BOE,claimant_count_change,Claimant Count Change,Labor,2,retail_sales_mom,Retail Sales (MoM),Growth,1,73,-0.2798908180493229,0.2798908180493229
BOE,gdp_qoq,GDP (QoQ),Growth,1,public_sector_net_borrowing,Public Sector Net Borrowing,Growth,3,22,0.27971518680949625,0.27971518680949625
RBA,employment_change,Employment Change,Labor,1,private_house_approvals_mom,Private House Approvals (MoM),Housing,2,52,0.27967274078232374,0.27967274078232374
BOE,core_cpi_mom,Core CPI (MoM),Inflation,2,hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,39,-0.27963465300424667,0.27963465300424667
BOE,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,3,employment_change,Employment Change,Labor,2,73,0.27950265642885797,0.27950265642885797
BOE,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,66,-0.2794010746547999,0.2794010746547999
FED,government_payrolls,Government Payrolls,Labor,2,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,33,0.279364930910179,0.279364930910179
BOC,ppi_mom,PPI (MoM),Inflation,2,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,2,68,0.27933751139441865,0.27933751139441865
RBA,ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,3,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,69,-0.2790764178980467,0.2790764178980467
RBA,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,westpac_consumer_confidence_change,Westpac Consumer Confidence Change,Sentiment,2,72,-0.27897816884671567,0.27897816884671567
ECB,cpi_headline_yoy,Headline HICP (YoY),Inflation,1,economic_sentiment,Economic Sentiment,Sentiment,2,76,0.27894544714001923,0.27894544714001923
FED,government_payrolls,Government Payrolls,Labor,2,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,21,-0.27863294678733824,0.27863294678733824
SNB,consumer_confidence,Consumer Confidence,Sentiment,2,unemployment_rate,Unemployment Rate,Labor,2,43,0.2784177624178715,0.2784177624178715
RBA,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,westpac_consumer_confidence_change,Westpac Consumer Confidence Change,Sentiment,2,28,0.2782476708661708,0.2782476708661708
BOJ,cpi_index,Consumer Price Index,Inflation,2,leading_index_mom,Leading Index (MoM),Growth,2,20,-0.27806269548805557,0.27806269548805557
FED,adp_employment_change,ADP Employment Change,Labor,2,export_prices_yoy,Export Prices (YoY),Inflation,3,33,0.2780167854930183,0.2780167854930183
BOE,gdp_mom,GDP (MoM),Growth,1,manufacturing_pmi,Manufacturing PMI,Growth,2,22,0.27773325140452093,0.27773325140452093
RBA,building_permits,Building Permits,Housing,2,producer_price_index_yoy,Producer Price Index (YoY),Inflation,2,24,-0.2776649063784978,0.2776649063784978
BOJ,ppi_mom,PPI (MoM),Inflation,2,tankan_large_all_industry_capex,Tankan Large All Industry Capex,Sentiment,2,23,0.27763062517944836,0.27763062517944836
FED,average_weekly_hours,Average Weekly Hours,Labor,2,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,37,0.27755953180325693,0.27755953180325693
BOC,balance_of_trade,Balance of Trade,Trade,2,cpi_headline_mom,Headline CPI (MoM),Inflation,2,71,0.27732981117896044,0.27732981117896044
BOC,imports,Imports,Trade,2,manufacturing_pmi,Manufacturing PMI,Growth,2,48,-0.2764890473004803,0.2764890473004803
BOE,composite_pmi,Composite PMI,Growth,2,core_rpi_yoy,Core RPI (YoY),Inflation,3,24,-0.2763251168195835,0.2763251168195835
FED,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,michigan_inflation_expectations,Michigan Inflation Expectations,Inflation,2,33,0.2761267329965227,0.2761267329965227
RBA,exports_mom,Exports (MoM),Trade,2,producer_price_index_qoq,Producer Price Index (QoQ),Inflation,2,24,0.27582425817866857,0.27582425817866857
RBA,consumer_price_index,Consumer Price Index,Inflation,2,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,18,-0.27543122261037173,0.27543122261037173
BOJ,gdp_qoq,GDP (QoQ),Growth,1,household_spending_mom,Household Spending (MoM),Growth,2,24,0.2752887336426786,0.2752887336426786
RBA,producer_price_index_yoy,Producer Price Index (YoY),Inflation,2,westpac_consumer_confidence_index,Westpac Consumer Confidence Index,Sentiment,2,24,-0.27517847050728417,0.27517847050728417
FED,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,participation_rate,Labor Force Participation Rate,Labor,2,33,-0.2751354727675556,0.2751354727675556
RBA,rba_weighted_median_cpi_qoq,RBA Weighted Median CPI (QoQ),Inflation,1,westpac_consumer_confidence_index,Westpac Consumer Confidence Index,Sentiment,2,23,-0.274971025978292,0.274971025978292
RBA,ai_group_industry_index,Ai Group Industry Index,Growth,3,building_permits,Building Permits,Housing,2,32,-0.2749703101531769,0.2749703101531769
BOE,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,ppi_output_mom,PPI Output (MoM),Inflation,3,47,0.27491959499587215,0.27491959499587215
BOE,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,services_pmi,Services PMI,Growth,1,27,-0.27467888148692493,0.27467888148692493
BOJ,coincident_indicator_mom,Coincident Indicator (MoM),Growth,2,household_spending_yoy,Household Spending (YoY),Growth,2,22,0.27449087562818886,0.27449087562818886
BOJ,cpi_headline_mom,Headline CPI (MoM),Inflation,2,retail_sales_mom,Retail Sales (MoM),Growth,2,68,0.27445700879650875,0.27445700879650875
RBA,import_price_index_qoq,Import Price Index (QoQ),Inflation,2,unemployment_rate,Unemployment Rate,Labor,1,24,-0.2744355246181232,0.2744355246181232
RBA,full_time_employment_change,Full-Time Employment Change,Labor,1,imports_mom,Imports (MoM),Trade,2,75,0.27410899095084357,0.27410899095084357
BOJ,consumer_confidence,Consumer Confidence,Sentiment,2,current_account,Current Account,Growth,2,75,0.273768674224742,0.273768674224742
BOC,cfib_business_barometer,CFIB Business Barometer,Sentiment,2,cpi_headline_mom,Headline CPI (MoM),Inflation,2,51,0.2735514730068019,0.2735514730068019
BOC,balance_of_trade,Balance of Trade,Trade,2,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,3,76,-0.2733686059330563,0.2733686059330563
BOC,budget_balance,Budget Balance,Growth,3,services_pmi,Services PMI,Growth,2,27,0.273097049537287,0.273097049537287
FED,michigan_inflation_expectations,Michigan Inflation Expectations,Inflation,2,private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,2,33,0.27300556352574656,0.27300556352574656
BOC,new_housing_price_index_mom,New Housing Price Index (MoM),Housing,2,unemployment_rate,Unemployment Rate,Labor,1,65,0.27295554399675964,0.27295554399675964
ECB,composite_pmi,Composite PMI,Growth,2,core_cpi_yoy,Core HICP (YoY),Inflation,1,18,-0.2728277562399206,0.2728277562399206
RBA,commodity_prices_yoy,Commodity Prices (YoY),Inflation,3,leading_index_mom,Leading Index (MoM),Growth,3,38,-0.2728097095136013,0.2728097095136013
FED,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,unemployment_rate,Unemployment Rate,Labor,1,33,-0.27269962926905983,0.27269962926905983
BOE,gdp_yoy,GDP (YoY),Growth,1,retail_price_index_yoy,Retail Price Index (YoY),Inflation,3,72,0.27248058068435954,0.27248058068435954
BOE,consumer_confidence,Consumer Confidence,Sentiment,3,manufacturing_pmi,Manufacturing PMI,Growth,2,29,0.2723528024416952,0.2723528024416952
FED,ppi_mom,PPI (MoM),Inflation,2,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,20,0.27231277994977027,0.27231277994977027
FED,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,umich_consumer_sentiment,UMich Consumer Sentiment,Sentiment,2,29,-0.2722397109807632,0.2722397109807632
FED,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,nfp,Non-Farm Payrolls,Labor,1,34,0.2721450524424932,0.2721450524424932
BOC,budget_balance,Budget Balance,Growth,3,raw_materials_prices_yoy,Raw Materials Prices (YoY),Inflation,3,73,0.2721242647105266,0.2721242647105266
BOE,house_price_index_mom,House Price Index (MoM),Housing,3,ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,48,0.2721058921436553,0.2721058921436553
BOE,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,retail_sales_ex_fuel_mom,Retail Sales Ex Fuel (MoM),Growth,2,63,0.2714373072020112,0.2714373072020112
BOC,employment_change,Employment Change,Labor,1,ppi_mom,PPI (MoM),Inflation,2,72,0.27089943030424113,0.27089943030424113
RBA,balance_of_trade,Balance of Trade,Trade,2,unemployment_rate,Unemployment Rate,Labor,1,75,-0.2706977426379803,0.2706977426379803
FED,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,umich_consumer_sentiment,UMich Consumer Sentiment,Sentiment,2,30,0.2703802426964805,0.2703802426964805
SNB,consumer_confidence,Consumer Confidence,Sentiment,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,41,0.2702710399854319,0.2702710399854319
BOC,manufacturing_pmi,Manufacturing PMI,Growth,2,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,2,46,0.27024000810196036,0.27024000810196036
BOE,cpi_headline_mom,Headline CPI (MoM),Inflation,2,hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,38,-0.2702296198815422,0.2702296198815422
RBNZ,employment_change_qoq,Employment Change (QoQ),Labor,1,participation_rate,Labor Force Participation Rate,Labor,1,22,0.2702221485166719,0.2702221485166719
BOC,cpi_headline_mom,Headline CPI (MoM),Inflation,2,part_time_employment_change,Part-Time Employment Change,Labor,1,72,0.26978403603216006,0.26978403603216006
RBNZ,balance_of_trade,Balance of Trade,Growth,2,labour_cost_index_yoy,Labour Cost Index (YoY),Labor,2,24,-0.2697638501061361,0.2697638501061361
FED,consumer_inflation_expectations,Consumer Inflation Expectations,Inflation,2,ism_services_employment,ISM Services Employment,Growth,2,26,0.26933451002148173,0.26933451002148173
RBA,manufacturing_pmi,Manufacturing PMI,Growth,2,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,57,0.26908057685364356,0.26908057685364356
BOJ,cpi_index,Consumer Price Index,Inflation,2,ppi_yoy,PPI (YoY),Inflation,2,69,0.26903782217681993,0.26903782217681993
BOJ,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,retail_sales_yoy,Retail Sales (YoY),Growth,2,75,0.2689835305059827,0.2689835305059827
FED,average_weekly_hours,Average Weekly Hours,Labor,2,private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,2,37,0.26894516216508324,0.26894516216508324
BOC,exports,Exports,Trade,2,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,3,76,0.2688438640493488,0.2688438640493488
BOJ,gdp_qoq,GDP (QoQ),Growth,1,household_spending_yoy,Household Spending (YoY),Growth,2,24,0.2686987601328896,0.2686987601328896
RBNZ,capacity_utilization,Capacity Utilization,Growth,3,unemployment_rate,Unemployment Rate,Labor,1,25,-0.268662303666904,0.268662303666904
BOJ,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,unemployment_rate,Unemployment Rate,Labor,2,74,-0.26845479909691417,0.26845479909691417
BOJ,retail_sales_yoy,Retail Sales (YoY),Growth,2,tankan_large_all_industry_capex,Tankan Large All Industry Capex,Sentiment,2,25,0.26836807038110433,0.26836807038110433
BOC,balance_of_trade,Balance of Trade,Trade,2,composite_pmi,Composite PMI,Growth,2,28,0.2676888580019462,0.2676888580019462
BOJ,eco_watchers_current,Eco Watchers Survey Current,Sentiment,2,retail_sales_mom,Retail Sales (MoM),Growth,2,75,0.267546587473815,0.267546587473815
RBA,balance_of_trade,Balance of Trade,Trade,2,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,73,0.2675068101460228,0.2675068101460228
BOE,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,1,cbi_business_optimism,CBI Business Optimism Index,Sentiment,3,24,0.2671883646409345,0.2671883646409345
ECB,economic_sentiment,Economic Sentiment,Sentiment,2,gdp_qoq,GDP (QoQ),Growth,1,23,0.2670798684440409,0.2670798684440409
FED,export_prices_yoy,Export Prices (YoY),Inflation,3,government_payrolls,Government Payrolls,Labor,2,35,0.2668113093588746,0.2668113093588746
FED,import_prices_yoy,Import Prices (YoY),Inflation,3,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,35,0.26608073602014126,0.26608073602014126
BOE,claimant_count_change,Claimant Count Change,Labor,2,retail_price_index_mom,Retail Price Index (MoM),Inflation,3,72,-0.2659133710384114,0.2659133710384114
FED,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,2,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,23,0.2658874868844706,0.2658874868844706
BOE,claimant_count_change,Claimant Count Change,Labor,2,ppi_output_yoy,PPI Output (YoY),Inflation,3,68,-0.26572819301909156,0.26572819301909156
FED,import_prices_yoy,Import Prices (YoY),Inflation,3,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,21,0.2657006282020673,0.2657006282020673
RBA,leading_index_mom,Leading Index (MoM),Growth,3,westpac_consumer_confidence_index,Westpac Consumer Confidence Index,Sentiment,2,61,0.26552909980114076,0.26552909980114076
RBA,balance_of_trade,Balance of Trade,Trade,2,building_permits,Building Permits,Housing,2,72,-0.265321713705606,0.265321713705606
BOE,industrial_production_yoy,Industrial Production (YoY),Growth,2,services_pmi,Services PMI,Growth,1,27,0.264879207083901,0.264879207083901
RBA,import_price_index_qoq,Import Price Index (QoQ),Inflation,2,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,24,0.2647062354615992,0.2647062354615992
RBA,ai_group_industry_index,Ai Group Industry Index,Growth,3,composite_pmi,Composite PMI,Growth,2,34,0.2641697048992002,0.2641697048992002
BOE,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,public_sector_net_borrowing,Public Sector Net Borrowing,Growth,3,59,0.26404769327683514,0.26404769327683514
