central_bank_code,country,indicator_key,indicator,primary_category,frequency,importance,observations,mean,median,std,min,max,skew,first_date,last_date,outlier_iqr_count,range
FED,US,participation_rate,Labor Force Participation Rate,Labor,monthly,2,36,62.15833333333333,62.349999999999994,0.6235268352570829,60.2,63.4,-1.0292247507480143,2020-02-01,2026-03-01,0,3.1999999999999957
FED,US,private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,monthly,2,37,-206.97297297297297,228.0,3307.7079718480336,-19520.0,3094.0,-5.810542557337226,2020-02-01,2026-03-01,4,22614.0
FED,US,u6_unemployment_rate,U-6 Underemployment Rate,Labor,monthly,2,13,7.7153846153846155,7.8,0.4705425128617564,7.0,8.7,0.12414284554779394,2023-09-01,2026-03-01,0,1.6999999999999993
FED,US,unemployment_rate,Unemployment Rate,Labor,monthly,1,36,4.977777777777778,4.2,2.468789305493815,3.4,14.7,3.0093279376174213,2020-02-01,2026-03-01,3,11.299999999999999
FED,US,fed_balance_sheet,Fed Balance Sheet,Monetary Policy,weekly,3,39,6.740179487179487,6.68,0.16802942596225123,6.54,7.23,1.0795326114479364,2024-06-26,2026-04-22,0,0.6900000000000004
FED,US,fed_interest_rate_decision,Fed Interest Rate Decision,Monetary Policy,monthly,1,28,2.5892857142857144,2.5,2.2945328396823945,0.25,5.5,0.09171703098804293,2020-03-15,2026-03-18,0,5.25
FED,US,economic_optimism_index,Economic Optimism Index,Sentiment,monthly,3,2,45.15,45.15,3.3234018715767757,42.8,47.5,,2026-03-01,2026-04-01,0,4.700000000000003
FED,US,nfib_business_optimism,NFIB Business Optimism Index,Sentiment,monthly,3,36,95.71111111111111,95.8,4.615673780115361,89.0,104.5,0.23483939387507055,2020-02-01,2026-03-01,0,15.5
FED,US,umich_consumer_sentiment,UMich Consumer Sentiment,Sentiment,monthly,2,46,67.17608695652174,67.44999999999999,11.065144168014127,47.6,89.1,0.21017531121822047,2020-03-01,2026-04-01,0,41.49999999999999
RBA,AU,ai_group_construction_index,Ai Group Construction Index,Growth,monthly,3,70,16.73,20.05,33.67230122170472,-68.1,61.8,-0.2529318493030671,2019-12-01,2026-03-01,0,129.89999999999998
RBA,AU,ai_group_industry_index,Ai Group Industry Index,Growth,monthly,3,36,-13.877777777777778,-12.4,10.100215304950147,-40.3,20.1,0.5079014166849513,2023-01-01,2026-03-01,1,60.4
RBA,AU,ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,monthly,3,70,16.015714285714285,20.7,37.07648434670401,-33.6,63.2,-0.02879933327874839,2019-12-01,2026-03-01,0,96.80000000000001
RBA,AU,ai_group_services_index,Ai Group Services Index,Growth,monthly,3,34,48.87352941176471,49.0,8.47289113204415,27.1,61.2,-0.8157531071205376,2019-12-01,2022-11-01,0,34.1
RBA,AU,composite_pmi,Composite PMI,Growth,monthly,2,57,49.82982456140351,50.5,5.597542984977578,21.7,57.8,-3.396210345424704,2019-12-01,2026-04-01,3,36.099999999999994
RBA,AU,composite_pmi_flash,Composite PMI Flash,Growth,monthly,2,10,52.14,51.75,1.3234634696717384,50.6,54.9,1.0620244939728098,2025-03-01,2025-12-01,0,4.299999999999997
RBA,AU,household_spending_mom,Household Spending (MoM),Growth,monthly,2,10,0.47000000000000003,0.4,0.4922736366426028,-0.4,1.3,0.07167148129932005,2025-05-01,2026-02-01,0,1.7000000000000002
RBA,AU,household_spending_yoy,Household Spending (YoY),Growth,monthly,2,10,5.029999999999999,5.0,0.5831904586934794,4.2,6.3,1.0442003097795798,2025-05-01,2026-02-01,0,2.0999999999999996
RBA,AU,housing_credit_mom,Housing Credit (MoM),Growth,monthly,3,41,0.4365853658536585,0.4,0.11125667971177193,0.2,0.7,0.24141164964097453,2022-10-01,2026-02-01,0,0.49999999999999994
RBA,AU,leading_index_mom,Leading Index (MoM),Growth,monthly,3,62,-0.011935483870967743,-0.015,0.27998734578945,-1.5,0.5,-2.6097523618282437,2019-12-01,2026-03-01,2,2.0
RBA,AU,manufacturing_pmi,Manufacturing PMI,Growth,monthly,2,59,50.52203389830509,50.1,2.9569945014473253,44.0,58.8,0.5613768591602187,2019-12-01,2026-04-01,0,14.799999999999997
RBA,AU,manufacturing_pmi_flash,Manufacturing PMI Flash,Growth,monthly,2,10,51.660000000000004,51.650000000000006,0.882169044017201,49.7,52.9,-0.9959357250572156,2025-03-01,2025-12-01,1,3.1999999999999957
RBA,AU,private_sector_credit_mom,Private Sector Credit (MoM),Growth,monthly,3,73,0.4876712328767123,0.5,0.23801564227275998,-0.2,1.1,-0.37702057917183573,2019-12-01,2026-03-01,1,1.3
RBA,AU,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,monthly,3,75,5.577333333333334,5.7,2.322194519713493,1.0,9.5,-0.3040971591266861,2019-12-01,2026-02-01,0,8.5
RBA,AU,retail_sales_mom,Retail Sales (MoM),Growth,monthly,1,69,0.5347826086956522,0.5,3.691716725118089,-17.7,16.9,-0.2891533610535048,2019-11-01,2025-06-01,7,34.599999999999994
RBA,AU,services_pmi,Services PMI,Growth,monthly,2,60,50.015,50.8,5.876722971295818,19.5,58.2,-3.5103175146206387,2019-12-01,2026-04-01,3,38.7
RBA,AU,services_pmi_flash,Services PMI Flash,Growth,monthly,2,10,52.21,51.7,1.4471811681103857,50.5,55.1,0.9111545884062298,2025-03-01,2025-12-01,0,4.600000000000001
RBA,AU,building_permits,Building Permits,Housing,monthly,2,72,-1.25,-1.85,12.318747878570072,-27.9,43.5,0.6045951938205267,2019-11-01,2025-10-01,1,71.4
