modeling_row_id,target_row_id,target_release_timestamp_utc,target_reference_period_start,country_code,currency_code,headline_target_type,headline_indicator_key,candidate_indicator_id,candidate_indicator_key,candidate_macro_theme,best_lag_months,lag_correlation,feature_release_timestamp_utc,feature_reference_period_start,actual_value,mom_change,yoy_change,rolling_avg_3,rolling_avg_6,expanding_z_score,momentum,deviation_from_trend,standardized_surprise_score,direction_target,acceleration_target,binary_up_target,no_lookahead,processed_at
18308,826,2025-07-30T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,93,construction_output_mom,Growth,1,0.850999,2025-07-18T09:00:00+00:00,2025-05-01,-1.680000,-3.330000,,0.023333,0.156667,-2.557420,-4.880000,-2.204000,-2.557041,-1,-1,0,True,2026-04-25T22:23:27.971269+00:00
18309,826,2025-07-30T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,94,construction_output_yoy,Growth,3,-0.471297,2025-07-18T09:00:00+00:00,2025-05-01,2.900000,-0.100000,4.000000,1.600000,1.050000,0.314605,-4.200000,2.220000,1.410555,-1,-1,0,True,2026-04-25T22:23:27.971269+00:00
18310,826,2025-07-30T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,95,zew_economic_sentiment,Growth,4,-0.585147,2025-07-15T09:00:00+00:00,2025-07-01,36.100000,0.800000,-7.600000,27.666667,21.416667,0.454893,-22.900000,17.620000,0.753889,-1,-1,0,True,2026-04-25T22:23:27.971269+00:00
18311,826,2025-07-30T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,96,consumer_confidence,Growth,3,-0.407127,2025-06-27T09:00:00+00:00,2025-06-01,-15.300000,-0.100000,-1.600000,-15.233333,-15.600000,-0.042621,-0.100000,0.360000,0.363100,-1,-1,0,True,2026-04-25T22:23:27.971269+00:00
18312,826,2025-07-30T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,97,manufacturing_pmi,Growth,0,0.438019,2025-07-24T08:00:00+00:00,2025-07-01,49.800000,0.300000,4.600000,49.566667,49.300000,-0.238032,0.200000,0.600000,1.769303,-1,-1,0,True,2026-04-25T22:23:27.971269+00:00
18313,826,2025-07-30T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,98,services_pmi,Growth,3,0.620686,2024-01-04T09:00:00+00:00,2023-12-01,48.800000,-6.200000,0.000000,53.133333,52.650000,-1.017589,-5.600000,-4.620000,-2.401175,-1,-1,0,True,2026-04-25T22:23:27.971269+00:00
18314,826,2025-07-30T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,99,composite_pmi,Growth,3,0.656511,2024-01-04T09:00:00+00:00,2023-12-01,47.600000,-6.100000,-0.500000,51.800000,51.666667,-1.160951,-5.700000,-4.880000,-3.230442,-1,-1,0,True,2026-04-25T22:23:27.971269+00:00
18315,826,2025-07-30T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,189,economic_sentiment,Growth,3,-0.650649,2025-07-15T09:00:00+00:00,2025-07-01,36.100000,-57.900000,18.100000,55.133333,60.900000,-1.715616,-116.600000,-29.760000,-0.751257,-1,-1,0,True,2026-04-25T22:23:27.971269+00:00
18316,827,2025-08-14T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,93,construction_output_mom,Growth,1,0.850999,2025-07-18T09:00:00+00:00,2025-05-01,-1.680000,-3.330000,,0.023333,0.156667,-2.557420,-4.880000,-2.204000,-2.557041,0,1,0,True,2026-04-25T22:23:27.971269+00:00
18317,827,2025-08-14T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,94,construction_output_yoy,Growth,3,-0.471297,2025-07-18T09:00:00+00:00,2025-05-01,2.900000,-0.100000,4.000000,1.600000,1.050000,0.314605,-4.200000,2.220000,1.410555,0,1,0,True,2026-04-25T22:23:27.971269+00:00
18318,827,2025-08-14T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,95,zew_economic_sentiment,Growth,4,-0.585147,2025-08-12T09:00:00+00:00,2025-08-01,25.100000,-11.000000,7.200000,32.166667,21.566667,0.151361,-11.800000,4.240000,0.171868,0,1,0,True,2026-04-25T22:23:27.971269+00:00
18319,827,2025-08-14T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,96,consumer_confidence,Growth,3,-0.407127,2025-07-30T09:00:00+00:00,2025-07-01,-14.700000,0.600000,-0.200000,-15.066667,-15.633333,0.057653,0.700000,1.120000,1.392406,0,1,0,True,2026-04-25T22:23:27.971269+00:00
18320,827,2025-08-14T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,97,manufacturing_pmi,Growth,0,0.438019,2025-08-01T08:00:00+00:00,2025-07-01,49.800000,0.000000,4.700000,49.700000,49.483333,-0.236854,-0.300000,0.380000,1.327018,0,1,0,True,2026-04-25T22:23:27.971269+00:00
18321,827,2025-08-14T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,98,services_pmi,Growth,3,0.620686,2024-01-04T09:00:00+00:00,2023-12-01,48.800000,-6.200000,0.000000,53.133333,52.650000,-1.017589,-5.600000,-4.620000,-2.401175,0,1,0,True,2026-04-25T22:23:27.971269+00:00
18322,827,2025-08-14T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,99,composite_pmi,Growth,3,0.656511,2024-01-04T09:00:00+00:00,2023-12-01,47.600000,-6.100000,-0.500000,51.800000,51.666667,-1.160951,-5.700000,-4.880000,-3.230442,0,1,0,True,2026-04-25T22:23:27.971269+00:00
18323,827,2025-08-14T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,189,economic_sentiment,Growth,3,-0.650649,2025-08-12T09:00:00+00:00,2025-08-01,25.100000,-70.700000,0.900000,52.333333,63.516667,-2.060615,-130.400000,-46.100000,-1.422206,0,1,0,True,2026-04-25T22:23:27.971269+00:00
18324,828,2025-09-05T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,93,construction_output_mom,Growth,1,0.850999,2025-08-21T09:00:00+00:00,2025-06-01,-0.760000,0.920000,-1.560000,-0.263333,-0.163333,-1.050172,4.250000,-0.716000,-0.594006,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18325,828,2025-09-05T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,94,construction_output_yoy,Growth,3,-0.471297,2025-08-21T09:00:00+00:00,2025-06-01,1.700000,-1.200000,4.100000,2.533333,1.100000,0.157179,-1.100000,0.720000,0.386683,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18326,828,2025-09-05T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,95,zew_economic_sentiment,Growth,4,-0.585147,2025-08-12T09:00:00+00:00,2025-08-01,25.100000,-11.000000,7.200000,32.166667,21.566667,0.151361,-11.800000,4.240000,0.171868,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18327,828,2025-09-05T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,96,consumer_confidence,Growth,3,-0.407127,2025-08-28T09:00:00+00:00,2025-08-01,-15.500000,0.000000,-1.300000,-15.233333,-15.233333,-0.076304,0.800000,-0.320000,-1.084902,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18328,828,2025-09-05T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,97,manufacturing_pmi,Growth,0,0.438019,2025-09-01T08:00:00+00:00,2025-08-01,50.700000,0.200000,3.400000,50.333333,49.950000,-0.095366,-0.500000,0.900000,2.092457,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18329,828,2025-09-05T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,98,services_pmi,Growth,3,0.620686,2024-01-04T09:00:00+00:00,2023-12-01,48.800000,-6.200000,0.000000,53.133333,52.650000,-1.017589,-5.600000,-4.620000,-2.401175,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18330,828,2025-09-05T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,99,composite_pmi,Growth,3,0.656511,2024-01-04T09:00:00+00:00,2023-12-01,47.600000,-6.100000,-0.500000,51.800000,51.666667,-1.160951,-5.700000,-4.880000,-3.230442,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18331,828,2025-09-05T09:00:00+00:00,2025-04-01,EU,EUR,GDP,gdp_qoq,189,economic_sentiment,Growth,3,-0.650649,2025-08-28T09:00:00+00:00,2025-08-01,95.200000,70.100000,-1.100000,72.033333,63.583333,0.332508,140.800000,37.940000,1.095301,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18332,829,2025-10-30T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,93,construction_output_mom,Growth,1,0.850999,2025-10-20T08:00:00+00:00,2025-08-01,-0.100000,-0.580000,0.090000,-0.126667,-0.051667,-0.357979,-1.820000,-0.058000,-0.046018,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18333,829,2025-10-30T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,94,construction_output_yoy,Growth,3,-0.471297,2025-10-20T09:00:00+00:00,2025-08-01,0.100000,-3.100000,2.300000,1.666667,1.633333,-0.057537,-4.600000,-1.840000,-1.023328,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18334,829,2025-10-30T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,95,zew_economic_sentiment,Growth,4,-0.585147,2025-10-14T09:00:00+00:00,2025-10-01,22.700000,-3.400000,2.600000,24.633333,26.150000,0.082428,-4.400000,-4.140000,-0.417590,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18335,829,2025-10-30T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,96,consumer_confidence,Growth,3,-0.407127,2025-09-29T09:00:00+00:00,2025-09-01,-14.900000,0.000000,-1.300000,-15.100000,-15.133333,0.025315,-0.600000,0.280000,0.770675,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18336,829,2025-10-30T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,97,manufacturing_pmi,Growth,0,0.438019,2025-10-24T07:00:00+00:00,2025-10-01,50.000000,0.200000,1.400000,49.766667,50.050000,-0.201549,-0.100000,-0.060000,-0.116997,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18337,829,2025-10-30T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,98,services_pmi,Growth,3,0.620686,2024-01-04T09:00:00+00:00,2023-12-01,48.800000,-6.200000,0.000000,53.133333,52.650000,-1.017589,-5.600000,-4.620000,-2.401175,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18338,829,2025-10-30T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,99,composite_pmi,Growth,3,0.656511,2024-01-04T09:00:00+00:00,2023-12-01,47.600000,-6.100000,-0.500000,51.800000,51.666667,-1.160951,-5.700000,-4.880000,-3.230442,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18339,829,2025-10-30T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,189,economic_sentiment,Growth,3,-0.650649,2025-10-14T08:00:00+00:00,2025-10-01,22.700000,-72.800000,41.200000,48.100000,60.066667,-2.049217,-142.200000,-44.840000,-1.171123,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18340,830,2025-11-14T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,93,construction_output_mom,Growth,1,0.850999,2025-10-20T08:00:00+00:00,2025-08-01,-0.100000,-0.580000,0.090000,-0.126667,-0.051667,-0.357979,-1.820000,-0.058000,-0.046018,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18341,830,2025-11-14T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,94,construction_output_yoy,Growth,3,-0.471297,2025-10-20T09:00:00+00:00,2025-08-01,0.100000,-3.100000,2.300000,1.666667,1.633333,-0.057537,-4.600000,-1.840000,-1.023328,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18342,830,2025-11-14T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,95,zew_economic_sentiment,Growth,4,-0.585147,2025-11-11T10:00:00+00:00,2025-11-01,25.000000,2.300000,12.500000,24.600000,28.383333,0.145837,5.700000,-4.060000,-0.655624,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18343,830,2025-11-14T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,96,consumer_confidence,Growth,3,-0.407127,2025-10-30T10:00:00+00:00,2025-10-01,-14.200000,0.700000,0.300000,-14.666667,-14.950000,0.144525,0.700000,0.900000,2.405351,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18344,830,2025-11-14T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,97,manufacturing_pmi,Growth,0,0.438019,2025-11-03T09:00:00+00:00,2025-10-01,50.000000,0.000000,1.300000,49.933333,50.083333,-0.200618,-0.200000,-0.100000,-0.202031,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18345,830,2025-11-14T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,98,services_pmi,Growth,3,0.620686,2024-01-04T09:00:00+00:00,2023-12-01,48.800000,-6.200000,0.000000,53.133333,52.650000,-1.017589,-5.600000,-4.620000,-2.401175,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18346,830,2025-11-14T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,99,composite_pmi,Growth,3,0.656511,2024-01-04T09:00:00+00:00,2023-12-01,47.600000,-6.100000,-0.500000,51.800000,51.666667,-1.160951,-5.700000,-4.880000,-3.230442,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18347,830,2025-11-14T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,189,economic_sentiment,Growth,3,-0.650649,2025-11-11T10:00:00+00:00,2025-11-01,25.000000,-71.800000,13.400000,48.166667,60.216667,-1.928866,-145.900000,-42.260000,-1.079473,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18348,831,2025-12-05T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,93,construction_output_mom,Growth,1,0.850999,2025-11-20T10:00:00+00:00,2025-09-01,-0.490000,-0.390000,0.410000,-0.036667,-0.150000,-0.751395,0.190000,-0.408000,-0.324349,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18349,831,2025-12-05T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,94,construction_output_yoy,Growth,3,-0.471297,2025-11-20T10:00:00+00:00,2025-09-01,-0.300000,-0.400000,2.200000,1.000000,1.766667,-0.109852,2.700000,-2.480000,-1.903754,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18350,831,2025-12-05T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,95,zew_economic_sentiment,Growth,4,-0.585147,2025-11-11T10:00:00+00:00,2025-11-01,25.000000,2.300000,12.500000,24.600000,28.383333,0.145837,5.700000,-4.060000,-0.655624,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18351,831,2025-12-05T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,96,consumer_confidence,Growth,3,-0.407127,2025-11-27T10:00:00+00:00,2025-11-01,-14.200000,0.000000,0.300000,-14.433333,-14.866667,0.143914,-0.700000,0.800000,1.485563,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18352,831,2025-12-05T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,97,manufacturing_pmi,Growth,0,0.438019,2025-12-01T09:00:00+00:00,2025-11-01,49.600000,-0.400000,0.600000,49.866667,49.933333,-0.263402,-0.400000,-0.400000,-0.905822,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18353,831,2025-12-05T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,98,services_pmi,Growth,3,0.620686,2024-01-04T09:00:00+00:00,2023-12-01,48.800000,-6.200000,0.000000,53.133333,52.650000,-1.017589,-5.600000,-4.620000,-2.401175,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18354,831,2025-12-05T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,99,composite_pmi,Growth,3,0.656511,2024-01-04T09:00:00+00:00,2023-12-01,47.600000,-6.100000,-0.500000,51.800000,51.666667,-1.160951,-5.700000,-4.880000,-3.230442,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18355,831,2025-12-05T10:00:00+00:00,2025-07-01,EU,EUR,GDP,gdp_qoq,189,economic_sentiment,Growth,3,-0.650649,2025-11-27T10:00:00+00:00,2025-11-01,97.000000,72.000000,2.200000,72.933333,60.516667,0.433128,143.800000,43.780000,1.116511,1,1,1,True,2026-04-25T22:23:27.971269+00:00
18356,832,2026-02-13T10:00:00+00:00,2025-10-01,EU,EUR,GDP,gdp_qoq,93,construction_output_mom,Growth,1,0.850999,2026-01-20T04:00:00+00:00,2025-11-01,-1.060000,-1.940000,-2.030000,-0.223333,-0.175000,-1.383707,-3.310000,-1.062000,-1.569043,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18357,832,2026-02-13T10:00:00+00:00,2025-10-01,EU,EUR,GDP,gdp_qoq,94,construction_output_yoy,Growth,3,-0.471297,2026-01-20T10:00:00+00:00,2025-11-01,-0.800000,-1.300000,-1.000000,-0.200000,0.733333,-0.176681,-2.100000,-1.840000,-1.295261,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18358,832,2026-02-13T10:00:00+00:00,2025-10-01,EU,EUR,GDP,gdp_qoq,95,zew_economic_sentiment,Growth,4,-0.585147,2026-01-20T10:00:00+00:00,2026-01-01,40.800000,7.100000,22.800000,33.166667,28.900000,0.585647,-1.600000,14.280000,3.397882,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18359,832,2026-02-13T10:00:00+00:00,2025-10-01,EU,EUR,GDP,gdp_qoq,96,consumer_confidence,Growth,3,-0.407127,2026-01-29T10:00:00+00:00,2026-01-01,-12.400000,0.700000,4.300000,-13.233333,-13.950000,0.451597,-0.400000,1.860000,2.524138,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18360,832,2026-02-13T10:00:00+00:00,2025-10-01,EU,EUR,GDP,gdp_qoq,97,manufacturing_pmi,Growth,0,0.438019,2026-02-02T09:00:00+00:00,2026-01-01,49.500000,0.700000,0.100000,49.300000,49.616667,-0.275802,1.500000,-0.140000,-0.281127,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18361,832,2026-02-13T10:00:00+00:00,2025-10-01,EU,EUR,GDP,gdp_qoq,98,services_pmi,Growth,3,0.620686,2026-02-04T09:00:00+00:00,2026-01-01,51.600000,-0.800000,3.000000,50.933333,52.683333,-0.109626,-4.400000,-1.300000,-0.484481,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18362,832,2026-02-13T10:00:00+00:00,2025-10-01,EU,EUR,GDP,gdp_qoq,99,composite_pmi,Growth,3,0.656511,2026-02-04T09:00:00+00:00,2026-01-01,51.300000,-0.200000,4.000000,50.133333,51.700000,0.131636,-4.100000,-0.480000,-0.185899,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18363,832,2026-02-13T10:00:00+00:00,2025-10-01,EU,EUR,GDP,gdp_qoq,189,economic_sentiment,Growth,3,-0.650649,2026-01-29T10:00:00+00:00,2026-01-01,99.400000,2.700000,63.300000,76.600000,74.766667,0.518497,-60.300000,29.560000,0.796979,0,-1,0,True,2026-04-25T22:23:27.971269+00:00
18364,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,102,core_cpi_yoy,Inflation,6,0.297819,2020-01-30T23:30:00+00:00,2020-01-01,0.700000,0.000000,,0.700000,0.700000,,,0.000000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18365,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,103,unemployment_rate,Labor,6,-0.222890,2020-01-30T23:30:00+00:00,2019-12-01,2.200000,,,2.200000,2.200000,,,,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18366,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,104,gdp_qoq,Growth,5,-0.252448,2020-02-16T23:50:00+00:00,2019-10-01,-1.600000,,,-1.600000,-1.600000,,,,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18367,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,105,tertiary_industry_index_mom,Growth,3,0.165521,2020-02-14T04:30:00+00:00,2019-12-01,-0.200000,-1.500000,,0.550000,0.550000,,,-1.500000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18368,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,107,balance_of_trade,Growth,4,-0.090449,2020-02-18T23:50:00+00:00,2020-01-01,-1312.600000,-1160.100000,,-732.550000,-732.550000,,,-1160.100000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18369,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,108,exports_yoy,Growth,4,-0.198282,2020-02-18T23:50:00+00:00,2020-01-01,-2.600000,3.700000,,-4.450000,-4.450000,,,3.700000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18370,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,109,imports_yoy,Growth,2,-0.151546,2020-02-18T23:50:00+00:00,2020-01-01,-3.600000,1.300000,,-4.250000,-4.250000,,,1.300000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18371,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,110,manufacturing_pmi,Growth,2,-0.254106,2020-02-03T00:30:00+00:00,2020-01-01,48.800000,-0.500000,,48.833333,48.833333,-0.078567,-1.400000,-0.050000,-0.078567,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18372,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,111,services_pmi,Growth,6,-0.117549,2020-02-05T00:30:00+00:00,2020-01-01,51.000000,-1.100000,,50.833333,50.833333,0.130946,-3.800000,0.250000,0.130946,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18373,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,112,composite_pmi,Growth,6,-0.108238,2020-02-05T00:30:00+00:00,2020-01-01,50.100000,-1.000000,,49.933333,49.933333,0.141421,-3.500000,0.250000,0.141421,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18374,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,113,cpi_headline_mom,Inflation,4,-0.090040,2020-01-23T23:30:00+00:00,2019-12-01,0.100000,,,0.100000,0.100000,,,,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18375,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,191,cpi_index,Inflation,6,0.141284,2020-01-30T23:30:00+00:00,2020-01-01,0.600000,,,0.600000,0.600000,,,,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18376,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,192,industrial_production_mom,Growth,0,0.177208,2020-02-17T04:30:00+00:00,2019-12-01,1.200000,-0.100000,,0.500000,0.500000,0.645619,-2.400000,1.050000,0.645619,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18377,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,193,industrial_production_yoy,Growth,1,0.048839,2020-02-17T04:30:00+00:00,2019-12-01,-3.100000,-0.100000,,-4.766667,-4.766667,0.679910,-5.300000,2.500000,0.679910,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18378,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,194,leading_economic_index,Growth,6,-0.185227,2020-02-07T05:00:00+00:00,2019-12-01,91.600000,0.800000,,91.100000,91.100000,10.606602,0.900000,0.750000,10.606602,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18379,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,195,coincident_index,Growth,3,-0.052417,2020-02-07T05:00:00+00:00,2019-12-01,94.700000,0.000000,,94.833333,94.833333,-0.707107,0.400000,-0.200000,-0.707107,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18380,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,196,machine_tool_orders_yoy,Growth,5,-0.426610,2020-02-12T06:00:00+00:00,2020-01-01,-35.600000,-2.000000,,-34.600000,-34.600000,,,-2.000000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18381,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,197,foreign_bond_investment,Growth,0,0.032743,2020-02-19T23:50:00+00:00,2020-02-15,1420.500000,-213.300000,,854.866667,339.600000,0.912306,-2336.800000,1297.080000,1.452278,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18382,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,198,stock_investment_by_foreigners,Growth,6,-0.081517,2020-02-19T23:50:00+00:00,2020-02-15,-214.400000,-497.300000,,-225.500000,-165.433333,-0.249368,-1525.200000,-58.760000,-0.135544,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18383,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,247,cpi_ex_food_energy_yoy,Inflation,2,0.461852,2020-01-23T23:30:00+00:00,2019-12-01,0.900000,,,0.900000,0.900000,,,,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18384,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,248,ppi_mom,Inflation,5,-0.153384,2020-02-12T23:50:00+00:00,2020-01-01,0.200000,0.100000,,0.150000,0.150000,,,0.100000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18385,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,249,ppi_yoy,Inflation,0,-0.179543,2020-02-12T23:50:00+00:00,2020-01-01,1.700000,0.800000,,1.300000,1.300000,,,0.800000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18386,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,251,current_account,Growth,1,0.136471,2020-02-09T23:50:00+00:00,2019-12-01,524.000000,-912.800000,,980.400000,980.400000,,,-912.800000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18387,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,258,capacity_utilization,Growth,5,-0.126202,2020-02-17T04:30:00+00:00,2019-12-01,-0.400000,-0.100000,,-0.350000,-0.350000,,,-0.100000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
18388,834,2020-02-20T23:30:00+00:00,2020-01-01,JP,JPY,CPI,cpi_headline_yoy,259,machinery_orders_mom,Growth,5,-0.065058,2020-02-18T23:50:00+00:00,2019-12-01,-12.500000,-30.500000,,2.750000,2.750000,,,-30.500000,,-1,,0,True,2026-04-25T22:23:27.971269+00:00
